reading_no;reading_type;duration;time;user;sigma_value;units;batch;heat;lot;note_xrf;sample_measurement_id;sample_id;site_id;N;E;coord_ref;parish;patina;munsell_hue;munsell_value;hue;color;material;artefact;type;note_measurement;texture_1;texture_2;luster;sedimentary_structures;foliation;topography;homogeneity;inclusion;%-inclusion;surface;max_width_mm;max_length_mm;max_height_mm;weight_g;area_mm;sample_size;mode;Bal;12Mg;13Al;14Si;15P;16S;17Cl;19K;20Ca;23V;24Cr;25Mn;26Fe;27Co;28Ni;29Cu;30Zn;33As;34Se;37Rb;38Sr;39Y;40Zr;41Nb;42Mo;46Pd;47Ag;48Cd;50Sn;51Sb;56Ba;72Hf;73Ta;74W;75Re;79Au;80Hg;81Ti;82Pb;83Bi;90Th;92U
984;Mining;132.49;m?Ñn mar 2, 2020 - 08:59:31;User;2;%;;;;;323;323;Vilhelmina 977;7208869;567544;Sweref 99 TM;Vilhelmina;No;5Y; 6/2;Dark;Gray streaked with black;Quartzite;Arrow point;Point;;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;;;19;55;5;6;1045;Medium;Mining;;2.2057 ;4.8028 ;90.4503 ;0.0691 ;0.1478 ;0.7965 ;0.7693 ;0.1237 ;;0.0174 ;0.1531 ;0.0144 ;0.0019 ;;;;;;;;;;;;;;;0.0042 ;;0.0195 ;;;;;;;0.4361 ;;;;
985;Mining;133.22;m?Ñn mar 2, 2020 - 09:03:28;User;2;%;;;;;324;324;Vilhelmina 977;7208869;567544;Sweref 99 TM;Vilhelmina;Yes;5Y; 6/2;Dark;Gray streaked with black;Quartzite;Arrow point preform;Preform;;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;;;24;61;8;13;1464;Medium;Mining;53.6051 ;0.2457 ;1.3020 ;44.1487 ;0.0188 ;0.0314 ;0.1024 ;0.1780 ;0.0269 ;0.0006 ;0.0031 ;;0.1976 ;;;;;;;0.0002 ;0.0001 ;;0.0112 ;;;;;;0.0007 ;;0.0075 ;;;;;;;0.1195 ;;;0.0001 ;
986;Mining;131.10;m?Ñn mar 2, 2020 - 09:07:45;User;2;%;;;;;325a;325;;7201665;548201;Sweref 99 TM;Vilhelmina;No;N9; ;Light;Light gray streaked with white;Quartzite;Preform;Preform;Gray side;Granular;Fine-grained;Dull;None;None;Fine;No;White discoloration;;;37;55;16;33;2035;Large;Mining;56.6325 ;;1.6851 ;40.6189 ;0.0222 ;0.0386 ;0.1999 ;0.3955 ;0.0550 ;0.0006 ;0.0033 ;;0.0940 ;;;;;;;0.0011 ;0.0047 ;0.0001 ;0.0199 ;;;;;;;;0.0317 ;;;;;;;0.0555 ;;;0.0003 ;
987;Mining;133.47;m?Ñn mar 2, 2020 - 09:11:05;User;2;%;;;;;325b;325;;7201665;548201;Sweref 99 TM;Vilhelmina;No;N9; ;Light;Light gray streaked with white;Quartzite;Preform;Preform;White side;Granular;Fine-grained;Dull;None;None;Fine;No;White discoloration;;;37;55;16;33;2035;Large;Mining;56.9410 ;;1.3572 ;41.0685 ;;0.0364 ;0.2059 ;0.1280 ;0.0353 ;;0.0033 ;;0.0260 ;;;;;;;0.0002 ;0.0045 ;;0.0033 ;;;;;;0.0006 ;;0.0190 ;;;;;;;0.0191 ;;;;
988;Mining;131.35;m?Ñn mar 2, 2020 - 09:15:01;User;2;%;;;;;326;326;;7201665;548201;Sweref 99 TM;Vilhelmina;No;N9; ;White;White;Quartzite;Arrow point;Point;;Granular;Fine-grained;Dull;None;None;Fine;No;Bands of quartz;;;15;37;6;4;555;Small;Mining;58.3070 ;0.3193 ;1.6027 ;39.0281 ;;0.0369 ;0.2916 ;0.2721 ;0.0430 ;;0.0025 ;;0.0400 ;;;;;;;0.0005 ;0.0035 ;;0.0027 ;;;;;;0.0005 ;;0.0040 ;;;;;;;0.0357 ;;;;
989;Mining;133.12;m?Ñn mar 2, 2020 - 09:19:23;User;2;%;;;;;327;327;Vilhelmina 977;7208869;567544;Sweref 99 TM;Vilhelmina;No;N9; ;Light;Light gray streaked with white;Quartzite;Arrow point;Point;;Granular;Fine-grained;Dull;None;None;Fine;No;White discoloration;;;14;35;4;3;490;Small;Mining;55.5045 ;0.2715 ;1.3549 ;42.5166 ;0.0117 ;0.0364 ;0.0719 ;0.1591 ;0.0206 ;;0.0023 ;;0.0273 ;;;;;;;0.0006 ;0.0028 ;;0.0020 ;;;;;;;;0.0041 ;;;;;;;0.0136 ;;;;
990;Mining;134.60;m?Ñn mar 2, 2020 - 09:23:22;User;2;%;;;;;328;328;;7201665;548201;Sweref 99 TM;Vilhelmina;Yes;N9; ;White;White;Quartzite;Arrow point preform;Preform;;Granular;Fine-grained;Dull;None;None;Conchoidal;No;White discoloration;;;15;46;7;4;690;Medium;Mining;67.1146 ;;2.4742 ;29.4539 ;;0.0046 ;0.1783 ;0.4977 ;0.0752 ;;0.0025 ;;0.0667 ;;;;;;;0.0002 ;0.0032 ;;0.0022 ;;;;;;;;0.0096 ;;;;;;;0.1171 ;;;;
991;Mining;134.13;m?Ñn mar 2, 2020 - 09:27:32;User;2;%;;;;;329;329;Vilhelmina 977;7208869;567544;Sweref 99 TM;Vilhelmina;No;N2; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;13;20;4;;260;Small;Mining;0.0227 ;;3.3316 ;95.3952 ;0.0887 ;0.2198 ;0.0710 ;0.3740 ;0.0836 ;;0.0149 ;0.1972 ;0.0099 ;0.0020 ;;;;;;;;;;;;0.0012 ;;0.0019 ;0.0046 ;;;;;;;;;0.1819 ;;;;
992;Mining;133.50;m?Ñn mar 2, 2020 - 09:38:11;User;2;%;;;;;330;330;Vilhelmina 977;7208869;567544;Sweref 99 TM;Vilhelmina;No;N2; ;Dark;Black;Quartzite;Arrow point;Point;;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;17;25;5;2;425;Small;Mining;54.2434 ;;0.3330 ;45.1651 ;;0.0312 ;0.0815 ;0.0480 ;0.0085 ;;0.0023 ;;0.0118 ;;;;;;;0.0001 ;0.0009 ;;0.0014 ;;;;;;0.0004 ;;;;;;;;;0.0041 ;;;;
993;Mining;134.65;m?Ñn mar 2, 2020 - 09:41:27;User;2;%;;;;;331;331;Vilhelmina 977;7208869;567544;Sweref 99 TM;Vilhelmina;No;5Y; 4/1;Dark;Gray streaked with black;Quartzite;Arrow point;Point;;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;;;18;69;7;8;1242;Medium;Mining;54.6702 ;;0.1659 ;44.5836 ;0.0155 ;0.0278 ;0.1722 ;0.0793 ;0.0150 ;;0.0021 ;;0.1172 ;;;;;;;0.0002 ;;0.0001 ;0.0160 ;;;;;;;;0.0065 ;;;;;;;0.1280 ;;;0.0003 ;
994;Mining;132.24;m?Ñn mar 2, 2020 - 09:45:32;User;2;%;;;;;332;332;;7201665;548201;Sweref 99 TM;Vilhelmina;No;5Y; 4/1;Dark;Gray streaked with black;Quartzite;Arrow point;Point;;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;;;12;37;6;3;444;Small;Mining;54.5453 ;;0.4068 ;44.4938 ;;0.0129 ;0.1783 ;0.1041 ;0.0109 ;;0.0019 ;;0.0975 ;;;;;;;0.0001 ;;;0.0027 ;;;;;;;;0.0062 ;;;;;;;0.0257 ;;;0.0001 ;
995;Mining;131.97;m?Ñn mar 2, 2020 - 09:48:59;User;2;%;;;;;333;333;Vilhelmina 977;7208869;567544;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Arrow point;Point;;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;16;50;5;5;800;Medium;Mining;;;3.1555 ;93.4510 ;0.1425 ;0.2756 ;1.6056 ;0.6271 ;0.1145 ;;0.0163 ;0.1940 ;0.0092 ;0.0020 ;;;;;;;;;;;;;;;;;0.0264 ;;;;;;;0.3861 ;;;;
996;Mining;133.43;m?Ñn mar 2, 2020 - 09:52:05;User;2;%;;;;;334;334;Vilhelmina 977;7208869;567544;Sweref 99 TM;Vilhelmina;No;N9; ;White;White;Quartzite;Arrow point preform;Preform;;Granular;Fine-grained;Dull;None;None;Fine;No;White discoloration;;;19;29;4;3;551;Small;Mining;54.1252 ;;2.0582 ;43.3780 ;0.0181 ;0.0233 ;0.0683 ;0.2229 ;0.0261 ;;0.0031 ;;0.0402 ;;;;;;;0.0006 ;0.0033 ;;0.0033 ;;;;;;;;0.0022 ;;;;;;;0.0270 ;;;;
997;Mining;131.75;m?Ñn mar 2, 2020 - 09:55:18;User;2;%;;;;;335;335;;7201665;548201;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Arrow point preform;Preform;;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;;;14;18;5;2;252;Small;Mining;55.4405 ;;0.3301 ;43.9371 ;;0.0309 ;0.0476 ;0.0726 ;0.0138 ;;0.0026 ;;0.0959 ;;;;;;;0.0001 ;;;0.0024 ;;;;;;0.0006 ;;0.0044 ;;;;;;;0.0214 ;;;;
998;Mining;132.82;m?Ñn mar 2, 2020 - 09:58:38;User;2;%;;;;;336;336;;7201665;548201;Sweref 99 TM;Vilhelmina;No;N9; ;White;White;Quartzite;Arrow point;Point;;Granular;Fine-grained;Dull;None;None;Fine;Yes;;;;16;15;5;2;240;Small;Mining;57.0449 ;;1.1204 ;41.4907 ;0.0127 ;0.0324 ;0.0873 ;0.1075 ;0.0278 ;;0.0030 ;;0.0073 ;;;;;;;;0.0032 ;;0.0015 ;;;;;;;;;;;;;;;0.0145 ;;;;
999;Mining;133.17;m?Ñn mar 2, 2020 - 10:01:40;User;2;%;;;;;337;337;;7201665;548201;Sweref 99 TM;Vilhelmina;No;N3; ;Dark;Gray;Quartzite;Arrow point;Point;;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;15;17;5;;255;Small;Mining;0.0243 ;1.5531 ;3.1112 ;93.8475 ;0.1362 ;0.1808 ;0.3362 ;0.4489 ;0.0652 ;;0.0159 ;0.1749 ;0.0108 ;0.0025 ;;;;;;;;;;;;;;;0.0034 ;;;;;;;;;0.0891 ;;;;
1000;Mining;133.20;m?Ñn mar 2, 2020 - 10:05:03;User;2;%;;;;;342;342;;7172386;663884;Sweref 99 TM;Lycksele;Yes;5YR; 2/2;Dark;Red;Sandstone;Point;Point;;Granular;Fine-grained;Dull;None;None;Smooth;Yes;;;;18;44;;;792;Medium;Mining;53.9253 ;;7.1635 ;30.6768 ;0.0271 ;0.0459 ;0.0851 ;6.3905 ;0.0558 ;0.0038 ;0.0040 ;;1.3575 ;;;0.0006 ;0.0015 ;0.0002 ;;0.0220 ;0.0052 ;;0.0122 ;0.0003 ;;;;;0.0015 ;;0.0521 ;;;;;;;0.1681 ;0.0005 ;;0.0005 ;
1001;Mining;133.64;m?Ñn mar 2, 2020 - 10:08:21;User;2;%;;;;;340;340;;7172386;663884;Sweref 99 TM;Lycksele;No;N1; ;Dark;Black;Slate;Point;Point;;Massive;Fine-grained;Dull;None;Foliated;Smooth;Yes;;;;14;32;3;2;448;Small;Mining;51.4636 ;2.9894 ;8.6303 ;23.5868 ;0.1657 ;0.0616 ;0.1216 ;2.4859 ;0.6613 ;0.0266 ;0.0284 ;0.0540 ;9.0417 ;;0.0138 ;0.0087 ;0.0230 ;0.0014 ;;0.0129 ;0.0174 ;0.0013 ;0.0158 ;0.0006 ;;;;;0.0009 ;;0.0576 ;;;;;0.0006 ;;0.5243 ;0.0035 ;;0.0008 ;0.0005 
1002;Mining;133.31;m?Ñn mar 2, 2020 - 10:11:37;User;2;%;;;;;339;339;Lycksele 335;7166887;677056;Sweref 99 TM;Lycksele;No;N9; ;White;White;Quartzite;Point preform;Preform;;Granular;Fine-grained;Bright vitreous;None;None;Irregular;Yes;;;;25;63;;;1575;Medium;Mining;58.9986 ;;0.2396 ;40.2369 ;0.0434 ;0.0198 ;0.1670 ;0.0602 ;0.0303 ;;;;0.0323 ;;;;;;;;;;;;;;;;0.0005 ;;0.0123 ;;;;;;;0.0052 ;;;;
1003;Mining;133.68;m?Ñn mar 2, 2020 - 10:14:44;User;2;%;;;;;343;343;;7172386;663884;Sweref 99 TM;Lycksele;Yes;N1; ;Dark;Black;Quartzite;Preform;Preform;;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;;;30;70;;;2100;Large;Mining;62.5580 ;;;37.0284 ;;0.0414 ;0.1785 ;0.0696 ;0.0048 ;;0.0015 ;;0.0373 ;;;;;;;;0.0003 ;;0.0011 ;;;;;;0.0013 ;;0.0273 ;;;;;;;0.0094 ;;;;
1004;Mining;133.01;m?Ñn mar 2, 2020 - 10:17:51;User;2;%;;;;;341;341;Lycksele 335;7166887;677056;Sweref 99 TM;Lycksele;Yes;2.5Y; 9/1;Light;Opaque;Quartzite;Point preform;Preform;;Granular;Fine-grained;Bright vitreous;None;Foliated;Conchoidal;Yes;;;;19;50;;;950;Medium;Mining;;1.1934 ;5.3225 ;90.2421 ;0.7110 ;0.1372 ;0.9968 ;0.5823 ;0.5006 ;;0.0089 ;0.1617 ;0.0133 ;0.0044 ;;;;;;;;;;;;;;;0.0036 ;;0.0658 ;;;;;;;0.1016 ;;;;
1005;Mining;133.45;m?Ñn mar 2, 2020 - 10:20:56;User;2;%;;;;;338;338;;7172386;663884;Sweref 99 TM;Lycksele;Yes;N2; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;;;43;106;9;49;4558;Large;Mining;0.0010 ;2.0052 ;4.4858 ;89.3786 ;0.3421 ;0.3958 ;0.9487 ;1.1821 ;0.2814 ;0.0032 ;0.0230 ;0.1327 ;0.0160 ;0.0040 ;;;;;;;;;;;;;;;;;0.1789 ;;;;;;;0.6214 ;;;;
1466;Mining;132.22;ons maj 27, 2020 - 08:01:51;User;2;%;;;;;433;433;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;2.5Y; 6/6;Light;Beige;Quartzite;Flake;Flake;;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Red/pinkish streaks;;;37;30;;;1110;Medium;Mining;62.2079 ;;2.4967 ;33.7003 ;0.0797 ;0.1334 ;0.7876 ;0.3275 ;0.0365 ;;0.0054 ;;0.1376 ;;;;;;;0.0006 ;;;0.0039 ;;;;;;;;0.0128 ;;;;;;;0.0282 ;;;;
1467;Mining;131.81;ons maj 27, 2020 - 08:47:37;User;2;%;;;;;434;434;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;2.5Y; 6/3;Light;Opaque;Quartzite;Point;Point;;Massive;Fine-grained;Dull;None;Foliated;Fine;Yes;;;;15,9;26,7;;2,9;424,53;Small;Mining;0.0203 ;;5.7369 ;90.4345 ;0.4755 ;0.9538 ;1.2001 ;0.6038 ;0.1582 ;;0.0050 ;0.1798 ;0.0185 ;0.0029 ;;;;;;;;;;;;0.0020 ;;;;;;;;;;;;0.2087 ;;;;
1468;Mining;132.39;ons maj 27, 2020 - 08:50:52;User;2;%;;;;;435;435;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;N1; ;Dark;Black;Quartzite;Point;Point;;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;15;29,3;;2,5;439,5;Small;Mining;60.4070 ;;1.0042 ;36.9190 ;0.0497 ;0.0806 ;0.7124 ;0.3378 ;0.0334 ;;0.0029 ;;0.2699 ;;;;;0.0001 ;;0.0017 ;0.0003 ;;0.0028 ;;;;;;;;0.0053 ;;;;;;;0.0555 ;;;;
1469;Mining;132.38;ons maj 27, 2020 - 08:54:49;User;2;%;;;;;436;436;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;N3; ;Dark;Dark gray;Quartzite;Point;Point;;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;Iron oxide;18,5;37,7;;4,1;697,45;Medium;Mining;0.0193 ;;4.1196 ;92.5462 ;0.2900 ;0.3068 ;1.2075 ;0.6627 ;0.1692 ;;0.0222 ;0.1886 ;0.0113 ;0.0025 ;;;;;;;;;;;;;;;;;0.1114 ;;;;;;;0.3426 ;;;;
1470;Mining;132.60;ons maj 27, 2020 - 09:05:09;User;2;%;;;;;437;437;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;7.5YR; 2/2;Dark;Brown;Slate;Point;Point;;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;13;14;;;182;Small;Mining;;;33.7150 ;42.5119 ;0.9900 ;0.6433 ;4.1688 ;12.6657 ;0.4787 ;0.0767 ;0.0766 ;0.2648 ;0.0233 ;0.0026 ;;;0.0003 ;;;;;;;;;0.0007 ;;;0.0064 ;;0.4307 ;;;;;;;4.0354 ;;;;
1471;Mining;131.73;ons maj 27, 2020 - 09:08:19;User;2;%;;;;;438;438;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;No;; ;Translucent;Translucent;Quartz;Flake;Flake;;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;;;13;30;;;390;Small;Mining;63.2297 ;;0.2316 ;36.2726 ;0.0154 ;;0.1425 ;0.0371 ;0.0064 ;;0.0304 ;;0.0220 ;;;;;;;;;;;;;;;;;;0.0023 ;;;;;;;0.0099 ;;;;
1472;Mining;132.15;ons maj 27, 2020 - 09:11:48;User;2;%;;;;;439;439;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;No;7.5Y; 3/1;Dark;Gray;Quartzite;Point;Point;;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;;;17;68;;9,9;1156;Medium;Mining;63.2989 ;;0.2699 ;35.9742 ;0.0144 ;0.0212 ;0.1907 ;0.1008 ;0.0068 ;;0.0021 ;;0.0265 ;;;;;;;0.0007 ;;;0.0139 ;;;;;;;;0.0207 ;;;;;;;0.0594 ;;;;
1473;Mining;131.58;ons maj 27, 2020 - 09:15:32;User;2;%;;;;;440;440;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;N2; ;Dark;Gray;Quartzite;Point;Point;;Massive;Medium-grained;Dull;None;None;Fine;Yes;;;;18,3;47,1;;5,9;861,93;Medium;Mining;54.8591 ;;0.2515 ;44.5412 ;0.0147 ;0.0370 ;0.1691 ;0.0770 ;0.0048 ;;0.0021 ;;0.0196 ;;;;;;;0.0004 ;0.0002 ;;0.0019 ;;;;;;;;0.0087 ;;;;;;;0.0126 ;;;;
1474;Mining;130.40;ons maj 27, 2020 - 09:19:18;User;2;%;;;;;441;441;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;7.5Y; 2/1;Dark;Gray streaked with black;Quartzite;Point;Point;;Granular;Medium-grained;Waxy;None;None;Fine;No;Bands of dark mineral;;;20,8;35;;5,1;728;Medium;Mining;0.0095 ;;1.4937 ;94.6805 ;0.1746 ;0.2407 ;1.6233 ;0.5831 ;0.0523 ;;0.0172 ;0.2386 ;0.0064 ;0.0027 ;;;;;;;;;;;;;;;;;0.1098 ;;;;;;;0.7676 ;;;;
1475;Mining;134.07;ons maj 27, 2020 - 09:23:23;User;2;%;;;;;442;442;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;No;N1; ;Dark;Black;Quartzite;Point;Point;;Massive;Fine-grained;Dull;None;None;Conchoidal;Yes;;;Iron oxide;16;63;;;1008;Medium;Mining;0.0189 ;1.3719 ;2.1865 ;93.6910 ;;0.1158 ;0.8948 ;0.9190 ;0.0480 ;;0.0146 ;0.1966 ;0.0083 ;0.0019 ;;;;;;;;;;;;;;;;;0.1853 ;;;;;;;0.3474 ;;;;
1476;Mining;131.84;ons maj 27, 2020 - 09:26:30;User;2;%;;;;;443;443;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;5Y; 8/1;White;White;Quartzite;Flake;Flake;;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;17;16;;;272;Small;Mining;60.6264 ;0.2736 ;1.6425 ;35.9233 ;0.0779 ;0.0954 ;0.6280 ;0.4078 ;0.0509 ;;0.0035 ;;0.1901 ;;;;;;;0.0003 ;0.0039 ;;0.0027 ;;;0.0004 ;;0.0003 ;;0.0006 ;;;;;;;;0.0723 ;;;;
1477;Mining;133.56;ons maj 27, 2020 - 09:29:53;User;2;%;;;;;444;444;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;N2; ;Dark;Gray streaked with black;Quartzite;Point;Point;;Massive;Fine-grained;Dull;None;Foliated;Fine;No;Bands of dark mineral;;;16,8;35,6;;3,4;598,08;Small;Mining;0.0062 ;2.6664 ;2.2920 ;91.6000 ;0.2794 ;0.3096 ;1.0625 ;0.5347 ;0.0867 ;0.0041 ;0.0095 ;0.2298 ;0.0034 ;0.0013 ;;;;;;;;;;;;;;;;;0.1143 ;;;;;;;0.7999 ;;;;
1478;Mining;132.18;ons maj 27, 2020 - 09:33:33;User;2;%;;;;;445;445;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;No;N3; ;Dark;Black streaked with white;Quartzite;Point;Point;;Massive;Fine-grained;Dull;None;None;Fine;No;;;;20,1;19,7;;2,1;395,97;Small;Mining;;;22.2556 ;71.0591 ;0.3172 ;0.2982 ;2.7818 ;1.3464 ;0.9820 ;;0.0116 ;0.1822 ;0.0083 ;0.0018 ;;;;;;;;;;;;;;;0.0029 ;;0.0445 ;;;;;;;0.7536 ;;;;
1479;Mining;131.54;ons maj 27, 2020 - 09:38:34;User;2;%;;;;;446;446;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;7.5Y; 7/2;Light;Opaque;Quartzite;Point;Point;;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;;;20,4;38,9;;5,6;793,56;Medium;Mining;0.0246 ;2.0948 ;2.2048 ;92.2005 ;0.1945 ;0.2820 ;1.5941 ;0.7836 ;0.0705 ;;0.0201 ;0.1953 ;0.0084 ;0.0028 ;;;;;;;;;;;;;;;0.0044 ;;0.1433 ;;;;;;;0.1741 ;;;;
1480;Mining;131.02;ons maj 27, 2020 - 09:41:59;User;2;%;;;;;447;447;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;N3; ;Dark;Dark gray;Igneous rock?;Raw material;Raw material;Sample point on fresh break surface;Granular;Fine-grained;Waxy;None;None;Smooth;Yes;;;;29;39;;;1131;Medium;Mining;53.7155 ;0.5127 ;7.5680 ;32.2269 ;0.0573 ;0.0848 ;0.3288 ;2.4382 ;0.4760 ;0.0073 ;0.0101 ;0.0082 ;2.1096 ;0.0097 ;0.0019 ;;0.0071 ;;;0.0157 ;0.0233 ;0.0030 ;0.0212 ;0.0006 ;;;;;0.0012 ;;0.0764 ;;;;;;;0.2923 ;0.0022 ;;0.0015 ;0.0006 
1481;Mining;134.11;ons maj 27, 2020 - 09:44:47;User;2;%;;;;;447;447;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;N3; ;Dark;Dark gray;Igneous rock?;Raw material;Raw material;Sample point on weathered surface;Granular;Fine-grained;Waxy;None;None;Smooth;Yes;;;;29;39;;;1131;Medium;Mining;57.3600 ;;5.1949 ;31.9412 ;0.1033 ;0.0743 ;0.1478 ;1.8032 ;0.6286 ;0.0064 ;0.0077 ;0.0076 ;2.3493 ;0.0047 ;0.0014 ;;0.0088 ;0.0008 ;;0.0141 ;0.0224 ;0.0031 ;0.0217 ;0.0006 ;;;;;0.0016 ;;0.0772 ;;;;;;;0.2146 ;0.0029 ;;0.0014 ;0.0004 
1482;Mining;131.05;ons maj 27, 2020 - 09:48:26;User;2;%;;;;;448;448;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;N1; ;Dark;Black;Igneous rock?;Point;Point;Sample point on smooth possibly polised surface of base fragment;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;;;15;56;;;840;Medium;Mining;0.0190 ;;19.7586 ;64.0461 ;0.3797 ;0.3805 ;4.4393 ;9.7779 ;0.3512 ;;0.0159 ;0.1884 ;0.0159 ;0.0033 ;;;;;;;;;;;;;;;;;0.2994 ;;;;;;;0.3249 ;;;;
1483;Mining;131.46;ons maj 27, 2020 - 09:51:31;User;2;%;;;;;448;448;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;N1; ;Dark;Black;Igneous rock?;Point;Point;Sample point on smooth possibly polised surface of tip fragment;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;;;15;56;;;840;Medium;Mining;0.0178 ;;21.5078 ;65.5480 ;0.1932 ;0.2158 ;2.8271 ;8.7409 ;0.2401 ;;0.0124 ;0.1744 ;0.0096 ;0.0033 ;;;;;;;;;;;;;;;0.0026 ;;0.2596 ;;;;;;;0.2475 ;;;;
1484;Mining;132.09;ons maj 27, 2020 - 09:55:40;User;2;%;;;;;449;449;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;Yes;N1; ;Dark;Black;Quartzite;Flake;Flake;;Massive;Fine-grained;Waxy;None;None;Conchoidal;Yes;;;;26;59;;;1534;Medium;Mining;0.0258 ;2.7092 ;4.0735 ;85.4032 ;0.3645 ;0.4491 ;2.5044 ;1.2874 ;0.1502 ;0.0048 ;0.0241 ;0.1705 ;0.0129 ;0.0022 ;;;;;;;;;;;;;;;;;2.6833 ;;;;;;;0.1347 ;;;;
1485;Mining;131.62;ons maj 27, 2020 - 09:58:49;User;2;%;;;;;450;450;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;No;N2; ;Dark;Dark gray streaked with black;Quartzite;Point;Point;;Massive;Fine-grained;Waxy;None;None;Fine;No;Bands of dark mineral;;;17,7;51,6;;5,2;913,32;Medium;Mining;56.2721 ;0.3442 ;0.6767 ;42.0513 ;0.0403 ;0.0592 ;0.3115 ;0.1050 ;0.0268 ;;0.0027 ;;0.0837 ;;;;;;;;;;0.0025 ;;;;;;;;;;;;;;;0.0223 ;;;0.0001 ;
1486;Mining;131.79;ons maj 27, 2020 - 10:02:09;User;2;%;;;;;451;451;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;No;N1; ;Dark;Dark gray;Quartzite;Point;Point;;Massive;Fine-grained;Waxy;None;None;Fine;Yes;;;;17;30,8;;3,5;523,6;Small;Mining;;;4.4556 ;89.6640 ;0.5600 ;0.5441 ;3.2085 ;0.8233 ;0.1680 ;;0.0339 ;0.1886 ;0.0095 ;0.0028 ;;;;;;;;;;;;;;;;;0.0469 ;;;;;;;0.3195 ;;;;
1487;Mining;131.64;ons maj 27, 2020 - 10:21:29;User;2;%;;;;;452;452;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;No;2.5Y; 9/1;Translucent;Translucent;Quartzite;Point;Point;;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Bands of quartz;;;14,2;19;;1,6;269,8;Small;Mining;0.0412 ;;3.3475 ;92.5278 ;0.2461 ;0.1297 ;2.4307 ;0.6725 ;0.0699 ;;0.0579 ;0.2504 ;0.0081 ;;;;;;;;;;;;;;;;0.0059 ;;0.1050 ;;;;;;;0.1073 ;;;;
1488;Mining;132.06;ons maj 27, 2020 - 10:25:42;User;2;%;;;;;453;453;Lycksele 301;7168150;676423;Sweref 99 TM;Lycksele;No;2.5Y; 7/2;Light;Opaque;Quartz;Point;Point;;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;;;20,2;35,9;;5,5;725,18;Medium;Mining;56.0669 ;;0.7888 ;42.6822 ;;0.0209 ;0.2343 ;0.1351 ;0.0185 ;;0.0045 ;;0.0262 ;;;;;;;0.0001 ;;;0.0018 ;;;;;;0.0004 ;;;;;;;;;0.0202 ;;;;
