sample_id;site_id;sweref_x;sweref_y;parish;color;hue;munsell_hue;munsell_value;material;point_type;artefact;type;find_context;patina;texture_1;texture_2;luster;sediment;foliation;topgraphy;homogeneity;inclusion;max_width_mm;max_length_mm;max_height_cm;weight_g
162;;7119882;617013;Åsele;Gray;Dark;N2; ;Quartzite;triangular, convex base;Point preform;Preform;Unknown;No;Granular;Medium-grained;Bright vitreous;None;None;Smooth;No;Mineral grains;17;42;6;5
163;;7119882;617013;Åsele;Gray;Dark;N2; ;Quartzite;;Point preform;Preform;Unknown;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;25;31;7;6
164;;7119882;617013;Åsele;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Unknown;No;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;18;28;6;3
165;;7119882;617013;Åsele;Black;Dark;N1; ;Quartzite;straight base;Point;Point;Unknown;No;Granular;Fine-grained;Dull;None;None;Conchoidal;Yes;;15;17;4;
166;;7119882;617013;Åsele;Gray;Dark;N4; ;Quartzite;;Point preform;Preform;Unknown;Yes;Granular;Fine-grained;Waxy;None;None;Weathered;No;Dark mineral inclusion;21;37;7;6
167;Åsele 393;7117732;614540;Åsele;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Excavation;No;Granular;Fine-grained;Dull;None;None;Smooth;Yes;;31;33;10;11
168;Åsele 129;7116373;615774;Åsele;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Excavation;No;Granular;Medium-grained;Waxy;None;None;Fine;Yes;;28;41;11;12
169;Åsele 129;7116373;615774;Åsele;Gray;Dark;N1; ;Quartzite;;Point preform;Preform;Excavation;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;23;19;17;3
170;Åsele 129;7116373;615774;Åsele;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;14;18;6;2
171;Åsele 129;7116373;615774;Åsele;Gray;Dark;N4; ;Quartzite;;Point preform;Preform;Excavation;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;15;17;16;2
172;Åsele 129;7116373;615774;Åsele;Black;Dark;N1; ;Quartzite;lanceolate;Arrow point;Point;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Fine;No;Bands of quartz;16;61;7;6
173;Åsele 129;7116373;615774;Åsele;Opaque;Dark;2.5Y; 3/1;Brecciated quartz;straight base;Arrow point;Point;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;17;23;5;3
174;Åsele 129;7116373;615774;Åsele;Gray;Dark;N1; ;Quartzite;concave base;Arrow point;Point;Excavation;Yes;Granular;Fine-grained;Dull;None;None;Conchoidal;Yes;;18;18;5;2
175;Åsele 129;7116373;615774;Åsele;Gray;Dark;N4; ;Quartzite;;Point preform;Preform;Excavation;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;29;52;11;17
176;Åsele 129;7116373;615774;Åsele;Black;Dark;N1; ;Quartzite;lanceolate, straight base;Arrow point;Point;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Banded quartz;17;61;6;7
177;Åsele 129;7116373;615774;Åsele;Black;Dark;N1; ;Quartzite;;Preform;Preform;Excavation;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Mineral grains;29;51;12;16
178;Åsele 91;7116832;612227;Åsele;White;Light;7.5Y; 7/1;Quartzite;;Bifacial point;Point;Survey;Yes;Granular;Fine-grained;Bright vitreous;None;None;Smooth;No;Dark mineral inclusion;17;35;6;6
179;Åsele 91;7116832;612227;Åsele;Opaque;Light;5Y; 7/2;Brecciated quartz;triangular, convex base;Bifacial point;Point;Survey;No;Massive;Fine-grained;Bright vitreous;None;None;Smooth;No;Dark mineral grains;16;27;5;2
180;Åsele 91;7116832;612227;Åsele;Opaque;Light;5Y; 7/2;Quartz;;Arrow point;Point;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;No;Dark mineral grains;12;13;4;1
181;Åsele 92;7116829;611906;Åsele;Opaque;Light;5Y; 7/2;Quartz;;Point preform;Preform;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;32;34;9;10
182;Åsele 99;7119120;610139;Åsele;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Excavation;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;34;42;9;14
183;Åsele 99;7119120;610139;Åsele;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Excavation;No;Granular;Medium-grained;Bright vitreous;None;None;Smooth;No;Mineral grains;40;54;14;31
184;Åsele 101;7118728;609614;Åsele;White;Light;5Y; 9/1;Quartzite;triangular, straight base;Point;Point;Survey;No;Granular;Medium-grained;Dull;None;None;Smooth;No;Quartz and matrix;19;42;7;7
185;Åsele 107;7118235;610410;Åsele;Black;Dark;N1; ;Quartzite;;Preform;Preform;Excavation;No;Granular;Fine-grained;Bright vitreous;Bedding;None;Smooth;No;Banded;33;37;9;11
186;Åsele 107;7118235;610410;Åsele;Gray;Dark;N2; ;Quartzite;;Point;Point;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;38;40;7;14
187;Åsele 107;7118235;610410;Åsele;Gray;Dark;N1; ;Quartzite;;Point;Point;Survey;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;28;50;10;12
188;Åsele 117;7123473;611413;Åsele;Gray;Dark;N1; ;Quartzite;;Point;Point;Excavation;No;Granular;Medium-grained;Waxy;None;None;Smooth;No;Mineral grains;17;28;4;2
189;Åsele 117;7123473;611413;Åsele;Light gray;Light;5Y; 6/1;Quartzite;triangular, straight base;Point;Point;Excavation;Yes;Granular;Fine-grained;Dull;None;None;Fine;No;Mineral grains;13;22;3;1
190;Åsele 119;7126336;609922;Åsele;Black;Dark;N1; ;Quartzite;;Point fragment;Point fragment;Excavation;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Mineral grains;30;36;10;13
191;Åsele 117;7123473;611413;Åsele;Gray;Dark;N4; ;Quartzite;;Point preform;Preform;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion and iron;25;64;10;18
192;Åsele 236;7121285;635089;Åsele;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Mineral grains;30;50;;
193;Vilhelmina 619;7205350;539917;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;67;123;34;301
194;Vilhelmina 619;7205350;539917;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;36;46;10;21
195;Vilhelmina 240;7174962;566693;Vilhelmina;Opaque;Light;5Y; 7/3;Brecciated quartz;;Point fragment;Point fragment;Stray find;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;35;92;10;31
196;Vilhelmina 643;7196664;540871;Vilhelmina;Black;Dark;5Y; 2/1;Quartzite;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;47;98;26;103
197;Vilhelmina 643;7196664;540871;Vilhelmina;Gray;Dark;5Y; 3/1;Quartzite;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;45;78;19;66
198;Vilhelmina 643;7196664;540871;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;61;114;26;209
199;Vilhelmina 619;7205350;539917;Vilhelmina;Black;Dark;N1; ;Quartzite;;Scraper;Scraper;Stray find;No;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;42;67;12;38
200;Vilhelmina 611;7203619;540620;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Stray find;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;25;69;11;16
201;Vilhelmina 636;7201659;541153;Vilhelmina;Gray streaked with black;Light;5Y; 6/1;Quartzite;;Point preform;Preform;Excavation;Yes;Granular;Medium-grained;Dull;None;None;Conchoidal;No;Dark mineral inclusion;39;77;19;56
202;Vilhelmina 168;7196187;576229;Vilhelmina;Gray streaked with white;Dark;N3; ;Quartzite;lanceolate, straight base;Arrow point;Point;Stray find;Yes;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;No;Mineral inclusion;12;42;5;2
203;Vilhelmina 168;7196187;576229;Vilhelmina;Opaque;Light;5Y; 7/1;Quartz;;Point preform;Preform;Stray find;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;18;41;7;6
204;Vilhelmina 619;7205350;539917;Vilhelmina;Black;Dark;N1; ;Quartzite;lanceolate, straight base;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;24;58;10;16
205;Vilhelmina 931;7195741;581917;Vilhelmina;Opaque;Light;7.5Y; 8/1;Quartzite;lanceolate, straight base;Point preform;Preform;Stray find;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;16;58;5;7
206;Vilhelmina 854;7217560;557478;Vilhelmina;Light gray;Light;2.5Y; 9/1;Quartzite;straight base;Point;Point;Survey;Yes;Granular;Medium-grained;Dull;None;None;Fine;No;Bands of quartz;17;41;5;6
207;Vilhelmina 542;7173407;571126;Vilhelmina;Gray streaked with black;Dark;5Y; 3/2;Quartzite;;Point preform;Preform;Excavation;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;26;65;13;19
208;Vilhelmina 636;7201659;541153;Vilhelmina;Gray streaked with black;Dark;5Y; 4/2;Quartzite;;Point preform;Preform;Excavation;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;33;47;11;15
209;Vilhelmina 941;7196260;580291;Vilhelmina;Opaque;Light;2.5Y; 8/1;Brecciated quartz;triangular, straight base;Arrow point;Point;Stray find;No;Massive;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;20;46;7;8
210;Vilhelmina 619;7205350;539917;Vilhelmina;Gray;Dark;N1; ;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Smooth;Yes;;27;58;12;13
211;Vilhelmina 931;7195741;581917;Vilhelmina;Opaque;Light;2.5Y; 8/2;Quartzite;straight base;Point;Point;Stray find;No;Granular;Fine-grained;Bright vitreous;Possible bedding;None;Smooth;Yes;;19;15;6;2
212;Vilhelmina 636;7201659;541153;Vilhelmina;Gray streaked with black;Light;5Y; 6/1;Quartzite;;Point preform;Preform;Excavation;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;50;86;30;112
213;Vilhelmina 643;7196664;540871;Vilhelmina;Gray;Dark;N3; ;Quartzite;;Preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;53;91;20;93
214;Vilhelmina 619;7205350;539917;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;43;38;14;24
215;Vilhelmina 619;7205350;539917;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;43;39;16;24
216;Vilhelmina 643;7196664;540871;Vilhelmina;Black;Dark;N1; ;Quartzite;;Preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;46;83;17;72
217;Vilhelmina 1254;7173533;570768;Vilhelmina;Black;Dark;N1; ;Quartzite;;Retouched flake;Flake;Survey;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;24;26;6;4
218;Vilhelmina 948;7197896;578653;Vilhelmina;Gray;Light;7.5Y; 6/1;Quartzite;;Point;Point;Survey;No;Granular;Medium-grained;Dull;None;None;Fine;Yes;;17;51;6;5
219;Vilhelmina 1364;7174189;568873;Vilhelmina;Gray;Dark;N3; ;Quartzite;;Arrow point preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;33;44;9;13
220;Vilhelmina 1170;7230709;551461;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;47;79;20;72
221;Vilhelmina 636;7201659;541153;Vilhelmina;Gray streaked with black;Dark;7.5Y; 4/1;Quartzite;;Point preform;Preform;Excavation;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;31;51;10;19
222;Vilhelmina 948;7197896;578653;Vilhelmina;Black;Dark;N1; ;Slate;;Spear point preform;Preform;Survey;Yes;Massive;Fine-grained;Dull;None;Foliated;Smooth;Yes;;41;71;9;29
223;Vilhelmina 948;7197896;578653;Vilhelmina;Gray;Dark;7.5Y; 4/1;Quartzite;;Point preform;Preform;Survey;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;29;64;11;20
224;Vilhelmina 931;7195741;581917;Vilhelmina;Black;Dark;N1; ;Quartzite;convex base;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;30;70;9;21
225;Kittelforsen;7156301;583928;Vilhelmina;Black;Dark;N1; ;Quartzite;lanceolate, straight base;Point preform;Preform;Unknown;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;30;120;11;54
226;Vilhelmina 931;7195741;581917;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point;Point;Stray find;Yes;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;16;52;6;7
227;Vilhelmina 539;7171348;570601;Vilhelmina;Gray;Dark;7.5Y; 3/1;Quartzite;straight base;Arrow point;Point;Survey;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;18;34;6;4
228;Vilhelmina 931;7195741;581917;Vilhelmina;Gray;Dark;7.5Y; 3/1;Quartzite;concave base;Point;Point;Stray find;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;17;42;7;6
229;Vilhelmina 1254;7173533;570768;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Survey;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;25;48;8;10
230;Vilhelmina 949;7201665;548201;Vilhelmina;Opaque;Light;5Y; 9/1;Brecciated quartz;lanceolate, straight base;Arrow point;Point;Survey;No;Massive;Fine-grained;Waxy;None;Possible foliation;Fine;No;Dark mineral grains;18;68;6;10
231;Vilhelmina 1254;7173533;570768;Vilhelmina;Gray;Dark;N3; ;Quartzite;straight base;Arrow point;Point;Survey;No;Granular;Fine-grained;Waxy;None;None;Fine;No;;16;30;5;5
232;Vilhelmina 1254;7173533;570768;Vilhelmina;Gray streaked with white;Dark;N3; ;Quartzite;;Arrow point;Point;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;;14;24;3;2
233;Vilhelmina 1254;7173533;570768;Vilhelmina;Light gray;Light;10B; 6/1;Quartzite;;Arrow point;Point;Survey;No;Massive;Fine-grained;Dull;None;Possible foliation;Fine;No;;16;33;3;2
234;Vilhelmina 1254;7173533;570768;Vilhelmina;Black;Dark;N1; ;Quartzite;straight base;Arrow point;Point;Survey;No;Granular;Medium-grained;Waxy;None;None;Fine;Yes;;23;37;7;7
235;Vilhelmina 240;7174962;566693;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point;Point;Stray find;No;Granular;Medium-grained;Waxy;None;None;Fine;Yes;;34;97;8;40
236;Vilhelmina 1254;7173533;570768;Vilhelmina;White;Light;2.5Y; 7/1;Quartzite;straight base;Arrow point;Point;Survey;No;Granular;Fine-grained;Dull;None;None;Fine;No;;8;28;4;2
237;Vilhelmina 1254;7173533;570768;Vilhelmina;Black;Dark;N1; ;Quartzite;triangular, straight base;Arrow point preform;Preform;Survey;Yes;Granular;Fine-grained;Bright vitreous;None;None;Weathered;No;;19;39;6;5
238;Vilhelmina 1254;7173533;570768;Vilhelmina;Black;Dark;N1; ;Quartzite;;Arrow point;Point;Survey;No;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;15;43;5;4
239;Vilhelmina 952;7198162;578491;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;48;109;22;111
240;Vilhelmina 948;7197896;578653;Vilhelmina;Gray;Dark;7.5Y; 4/1;Quartzite;lanceolate, straight base;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Mineral grains;31;82;9;28
241;Vilhelmina 115;7204853;518271;Vilhelmina;Brown streaked with black;Dark;5Y; 3/2;Quartzite;;Arrow point preform;Preform;Stray find;No;Conglomerate;Fine-grained;Waxy;Bedding;None;Smooth;No;Bands of quartz;29;89;9;30
242;;7201665;548201;Vilhelmina;White;White;N9; ;Quartzite;triangular, straight base;Point preform;Preform;Stray find;No;Granular;Medium-grained;Dull;None;Possible foliation;Conchoidal;Yes;;24;52;11;12
243;Vilhelmina 181;7195514;581852;Vilhelmina;Gray;Dark;N3; ;Quartzite;straight base;Arrow point preform;Preform;Survey;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;21;35;8;5
244;Vilhelmina 115;7204853;518271;Vilhelmina;Gray;Light;7.5Y; 7/1;Quartzite;;Arrow point;Point;Stray find;No;Granular;Fine-grained;Dull;None;None;Fine;Yes;;17;40;5;3
245;Vilhelmina 118;7204670;519129;Vilhelmina;Opaque;Light;5Y; 9/2;Quartzite;;Point preform;Preform;Stray find;No;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;28;38;8;10
246;Vilhelmina 117;7204780;518625;Vilhelmina;White;Light;7.5Y; 8/2;Quartzite;;Point preform;Preform;Stray find;No;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;23;38;7;8
247;Vilhelmina 31;7233725;544397;Vilhelmina;Light gray;Light;7.5Y; 7/1;Quartzite;;Point preform;Preform;Stray find;Yes;Granular;Medium-grained;Dull;None;None;Conchoidal;Yes;;26;56;11;12
248;;7201665;548201;Vilhelmina;Gray streaked with black;Dark;2.5Y; 3/2;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;35;106;11;93
249;Vilhelmina 115;7204853;518271;Vilhelmina;Gray streaked with black;Dark;7.5Y; 3/2;Quartzite;;Point preform;Preform;Stray find;No;Massive;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;40;90;18;70
250;Vilhelmina 181;7195514;581852;Vilhelmina;Gray;Light;5Y; 6/2;Quartzite;;Retouched flake;Flake;Survey;No;Granular;Medium-grained;Bright vitreous;None;None;Smooth;No;Bands of quartz;30;72;11;18
251;Vilhelmina 356;7172579;571869;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;22;74;11;27
252;Vilhelmina 503;7176005;566228;Vilhelmina;Opaque;Light;N8; ;Quartz;;Preform;Preform;Excavation;No;Massive;Massive;Bright vitreous;None;None;Irregular;Yes;;25;27;11;6
253;Vilhelmina 118;7204670;519129;Vilhelmina;Gray streaked with black;Dark;5Y; 5/1;Quartzite;;Spear point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Fine;No;Dark mineral inclusion;30;138;15;55
254;Vilhelmina 118;7204670;519129;Vilhelmina;Gray streaked with black;Dark;5Y; 5/1;Quartzite;;Spear point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;31;126;13;51
255;Vilhelmina 118;7204670;519129;Vilhelmina;Opaque;Light;5Y; 8/1;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;66;135;32;58
256;Vilhelmina 190;7194990;583867;Vilhelmina;Light gray;Light;7.5Y; 7/1;Quartzite;;Point preform;Preform;Excavation;Yes;Granular;Medium-grained;Dull;None;None;Conchoidal;No;Dark mineral inclusion;47;90;25;107
257;Laxb�cken;7168646;565632;Vilhelmina;Black;Dark;N1; ;Quartzite;;Scraper;Scraper;Stray find;No;Granular;Fine-grained;Waxy;None;None;Smooth;No;Dark mineral inclusion;25;58;8;17
258;Vilhelmina 115;7204853;518271;Vilhelmina;Gray;Dark;N2; ;Quartzite;;Arrow point;Point;Stray find;Yes;Granular;Fine-grained;Waxy;None;None;Smooth;No;Bands of quartz;11;22;5;2
259;Vilhelmina 117;7204780;518625;Vilhelmina;Black;Dark;N1; ;Quartzite;straight base;Point;Point;Stray find;No;Granular;Fine-grained;Waxy;None;None;Smooth;Yes;;14;33;4;4
260;Vilhelmina 118;7204670;519129;Vilhelmina;Opaque;Light;7.5Y; 6/1;Quartzite;;Point preform;Preform;Stray find;Yes;Granular;Fine-grained;Waxy;None;Foliated;Conchoidal;No;Dark mineral inclusion;51;46;17;30
261;Vilhelmina 118;7204670;519129;Vilhelmina;Opaque;Light;5Y; 9/1;Quartzite;;Point preform;Preform;Stray find;No;Granular;Fine-grained;Waxy;None;None;Smooth;No;Dark mineral grains;30;30;8;9
262;Vilhelmina 117;7204780;518625;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Stray find;No;Massive;Fine-grained;Waxy;None;None;Smooth;Yes;;18;46;9;7
263;Laxb�cken;7168646;565632;Vilhelmina;Black;Dark;N1; ;Quartzite;;Scraper;Scraper;Stray find;No;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;46;56;10;32
264;Vilhelmina 95;7207069;515822;Vilhelmina;Orange;Light;2.5Y; 6/8;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;29;60;15;30
265;Vilhelmina 114;7204798;517965;Vilhelmina;Black;Dark;N1; ;Quartzite;straight base;Arrow point;Point;Stray find;No;Granular;Medium-grained;Waxy;None;None;Fine;Yes;;20;36;7;6
266;Vilhelmina 96;7201665;548201;Vilhelmina;Black;Dark;N1; ;Quartzite;;Scraper;Scraper;Stray find;Yes;Granular;Medium-grained;Bright vitreous;None;None;Smooth;No;Bands of quartz;39;50;17;39
267;Vilhelmina 115;7207094;515912;Vilhelmina;Gray streaked with black;Light;7.5Y; 6/2;Quartzite;straight base;Arrow point;Point;Stray find;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;No;Dark mineral inclusion;18;15;5;2
268;Vilhelmina 235;7175875;565898;Vilhelmina;Gray;Dark;N2; ;Quartzite;lanceolate, straight base;Arrow point;Point;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Fine;No;Bands of quartz;18;48;7;6
269;Vilhelmina 115;7204853;518271;Vilhelmina;Gray;Dark;10Y; 4/2;Quartzite;;Arrow point;Point;Stray find;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;15;14;4;
270;Vilhelmina 33;7233481;547334;Vilhelmina;Gray;Light;10Y; 7/1;Quartzite;;Arrow point preform;Preform;Stray find;No;Granular;Fine-grained;Bright vitreous;None;None;Wave weathered;No;Dark mineral inclusion and bands of quartz;24;21;10;6
271;Vilhelmina 31;7233725;544397;Vilhelmina;Gray;Light;10Y; 7/1;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Bands of quartz;26;50;8;11
272;Vilhelmina 114;7204798;517965;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Smooth;No;Bands of quartz;17;41;8;5
273;Vilhelmina 552;7194832;583937;Vilhelmina;Light gray;Light;7.5Y; 7/1;Quartzite;lanceolate, straight base;Point preform;Preform;Excavation;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;28;68;8;14
274;Vilhelmina 631;7204191;540555;Vilhelmina;Gray;Dark;10Y; 3/1;Quartzite;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Bands of quartz;39;84;21;55
275;Vilhelmina 948;7197896;578653;Vilhelmina;Opaque;Light;5Y; 8/2;Brecciated quartz;lanceolate, concave base;Arrow point;Point;Survey;No;Massive;Fine-grained;Waxy;None;Possible foliation;Fine;No;Dark mineral grains;15;77;7;
276;Vilhelmina 552;7194832;583937;Vilhelmina;Gray;Dark;N2; ;Quartzite;lanceolate, straight base;Point preform;Preform;Excavation;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;24;113;13;32
277;Vilhelmina 181;7195514;581852;Vilhelmina;Black;Dark;N1; ;Quartzite;lanceolate, straight base;Arrow point;Point;Survey;No;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;18;90;6;
278;Vilhelmina 118;7204670;519129;Vilhelmina;Gray streaked with black;Dark;5Y; 4/2;Quartzite;;Spear point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;31;104;14;42
279;Vilhelmina 816;7199555;577326;Vilhelmina;Opaque;Light;5Y; 9/1;Quartzite;;Point preform;Preform;Survey;No;Granular;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;37;73;;
280;Vilhelmina 117;7204780;518625;Vilhelmina;Gray streaked with black;Dark;N2; ;Quartzite;;Point preform;Preform;Stray find;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;31;62;9;19
281;Vilhelmina 356;7172579;571869;Vilhelmina;Gray streaked with black;Dark;5Y; 4/2;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;25;90;11;27
282;Vilhelmina 263;7173526;570492;Vilhelmina;Black;Dark;N2; ;Quartzite;;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;34;54;12;24
283;Vilhelmina 252;7169461;564823;Vilhelmina;Gray streaked with black;Light;2.5Y; 8/1;Quartzite;;Point preform;Preform;Stray find;Yes;Granular;Fine-grained;Dull;None;None;Smooth;No;Dark mineral inclusion and white discoloration;24;26;9;9
284;Vilhelmina 252;7169461;564823;Vilhelmina;Opaque;Light;5Y; 6/3;Quartzite;;Point;Point;Stray find;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;18;19;6;6
285;Tärna 34;7316753;502381;Tärna;Opaque;Light;2.5Y; 9/1;Brecciated quartz;;Retouched flake;Flake;Survey;Yes;Granular;Fine-grained;Waxy;None;Possible foliation;Conchoidal;No;Dark mineral grains;50;78;13;49
286;Tärna 34;7316753;502381;Tärna;Opaque;Light;5Y; 7/2;Brecciated quartz;;Point preform;Preform;Survey;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;42;54;13;31
287;Tärna 565;7327215;481201;Tärna;Opaque;Light;2.5Y; 9/1;Brecciated quartz;;Scraper;Scraper;Excavation;Yes;Granular;Fine-grained;Waxy;None;Possible foliation;Conchoidal;No;Dark mineral grains;45;93;18;70
288;Tärna 594;7327983;491179;Tärna;Opaque;Light;5Y; 8/2;Brecciated quartz;;Point preform;Preform;Survey;Yes;Granular;Fine-grained;Waxy;None;Possible foliation;Conchoidal;No;Dark mineral grains;39;77;22;57
