Sample_ID;Site_ID;Inv.nr;Sub nr.;Fyndlåda;Objekt;Find nr.;Artefact;Type;Skärning;Sweref_N;Sweref_E;Parish;Foto nr.;Material;Color;Hue;Texture_1;Texture_2;Luster;Sedimentary structures;Foliation;Grain size;Layering;Topography;Homogeneity;Inclusion;%-inclusion;Surface;Patina;Max width (mm);Max length (mm);Max height (mm);Weight(g)
1;;4925;;;;;Point;Point;;7097169;695505;Bjurholm;"IMG_9309;IMG_9310";Quartzite;Translucent;Translucent;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;18;58;5;6
2;Bjurholm 336;92433;4;;;;Arrow point fragment;Point fragment;;7096348;692959;Bjurholm;IMG_9311;Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;15;24;5;2
3;Bjurholm 335;15302;1;;;;Arrow point preform;Preform;;7096501;692860;Bjurholm;"IMG_9312;IMG_9313;IMG_9314";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;Possible bedding;None;Granoblastic;Non-foliated;Fine;Yes;;;Iron oxide;Yes;21;53;7;7
4;Bjurholm 335;15302;23;;;;Arrow point fragment;Point fragment;;7096501;692860;Bjurholm;"IMG_9315;IMG_9316";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;15;15;7;2
5;Bjurholm 335;15302;35;;;;Arrow point fragment;Point fragment;;7096501;692860;Bjurholm;IMG_9317;Breccie quartz;Opaque;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;11;16;6;
6;Burträsk 32;15319;15;;;;Point fragment;Point fragment;;7149885;761582;Burträsk;"IMG_9318;IMG_9319";Quartzite;Gray;Light;Massive;Fine-grained;Dull;None;None;Porphyroblastic;Non-foliated;Conchoidal;No;Quartz;5;;No;15;16;5;1
7;Burträsk 181;27124;1;;;;Point preform;Preform;;7165076;783785;Burträsk;"IMG_9320;IMG_9321";Quartz;Opaque;Light;Massive;Massive;Bright vitreous;None;None;Massive;Non-foliated;Irregular;Yes;;;;Yes;43;48;;
8;;4603;;;;;Point;Point;;7132482;784349;Bygdeå;"IMG_9322;IMG_9323";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;Possible bedding;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;Silicon on one side;No;15;81;;
9;;17440;;;;;Point;Point;;7144375;717871;Degerfors;"IMG_9324;IMG_9325";Quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;18;42;7;7
10;;19273;12;;;;Arrow point;Point;;7144375;717871;Degerfors;"IMG_9326;IMG_9328";Quartzite;Opaque;Light;Massive;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;18;23;6;3
11;;10141;2 (b);;;;Point;Point;;7144375;717871;Degerfors;"IMG_9329;IMG_9330";Quartzite;Opaque;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;12;25;4;2
12;;10141;4 (d);;;;Point;Point;;7144375;717871;Degerfors;"IMG_9331;IMG_9333";Breccie quartz;Opaque;Light;Massive;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;No;23;30;6;7
13;;14056;1;;;;Point;Point;;7144375;717871;Degerfors;"IMG_9334;IMG_9335";Quartzite;White;White;Massive;Fine-grained;Bright vitreous;None;Yes;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;22;42;7;7
14;Degerfors 318;15204;4;;;;Point preform;Preform;;7141879;717255;Degerfors;"IMG_9336;IMG_9337";Quartzite;White;White;Granular;Coarse-grained;Dull;None;Yes;Porphyroblastic;Non-foliated;Conchoidal;No;Quartz;30;Quartz in other matrix;Yes;37;53;17;30
15;Lycksele 301;32334;52;;;;Point preform;Preform;;7168150;676423;Lycksele;"IMG_9338;IMG_9339";Quartz;Opaque;Light;Massive;Massive;Bright vitreous;None;None;Massive;Non-foliated;Irregular;Yes;;;Iron oxide or dirt;Yes;20;34;;
16;Lycksele 301;32334;53;;;;Point;Point;;7168150;676423;Lycksele;"IMG_9340;IMG_9341";Quartz;White;White;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;Yes;;;Iron oxide or dirt;Yes;18;43;;
17;Lycksele 301;32334;54;;;;Arrow point fragment;Point fragment;;7168150;676423;Lycksele;"IMG_9342;IMG_9343;IMG_9344";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Fine;No;Mineral grains;;Iron oxide or dirt;Yes;16;35;;
18;Lycksele 301;32334;56;;;;Arrow point;Point;;7168150;676423;Lycksele;"IMG_9346;IMG_9347";Quartzite;Opaque;Light;Massive;Fine-grained;Bright vitreous;None;Yes;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;19;41;;
19;Lycksele 301;32334;57;;;;Arrow point;Point;;7168150;676423;Lycksele;"IMG_9348;IMG_9349";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;Yes;Porphyroblastic;Non-foliated;Conchoidal;No;Mineral grains;;;Yes;14;56;;
20;Lycksele 301;32334;58;;;;Point;Point;;7168150;676423;Lycksele;"IMG_9350;IMG_9351";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;Yes;Porphyroblastic;Non-foliated;Fine;No;Bands of quartz;;Iron oxide;Yes;16;51;;
21;Lycksele 301;32334;59;;;;Arrow point;Point;;7168150;676423;Lycksele;"IMG_9352;IMG_9353";Quartzite;White;White;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;17;40;;
22;Lycksele 401;35444;1;;;;Arrow point;Point;;7182333;648209;Lycksele;"IMG_9354;IMG_9355";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;;No;22;45;;
23;Lycksele 401;35444;2;;;;Arrow point;Point;;7182333;648209;Lycksele;"IMG_9356;IMG_9357";Quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;15;32;;
24;;4130;;;;;Point;Point;;7295916;573443;Sorsele;"IMG_9358;IMG_9359";Quartzite;Opaque;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;15;59;;
25;Sorsele 282;14745;7;;;;Point preform;Preform;;7245571;623775;Sorsele;"IMG_9360;IMG_9361";Quartzite;Gray;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;38;56;20;33
26;;4131;;;;;Point fragment;Point fragment;;7295916;573443;Sorsele;"IMG_9362;IMG_9363";Quartzite;Translucent;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;18;50;6;6
27;;14724;1;;;;Point;Point;;7295916;573443;Sorsele;"IMG_9364;IMG_9365";Quartzite;Translucent;Translucent;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;23;44;6;7
28;Sorsele 552;14777;2;;;;Point;Point;;7316830;555778;Sorsele;"IMG_9366;IMG_9367";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Bands of quartz;;Iron oxide;Yes;15;15;5;2
29;Sorsele 733;19282;5;;;;Point;Point;;7300838;576919;Sorsele;"IMG_9368;IMG_9369";Quartzite;Opaque;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;9;25;5;2
30;;19282;6;;;;Preform;Preform;;7295916;573443;Sorsele;"IMG_9370;IMG_9371";Quartzite;Gray;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of dark mineral;;;No;38;77;20;75
31;Sorsele 733;19282;7;;;;Point;Point;;7300838;576919;Sorsele;"IMG_9372;IMG_9373";Quartzite;Gray;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Bands of quartz;;;No;17;31;6;5
32;Sorsele 733;19282;8;;;;Point;Point;;7300838;576919;Sorsele;"IMG_9374;IMG_9375";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Porphyroblastic;Non-foliated;Conchoidal;No;Mineral grains;;;No;25;55;9;13
33;Sorsele 334;35401;2;;;;Point fragment;Point fragment;;7267203;584998;Sorsele;"IMG_9376;IMG_9377";Breccie quartz;Translucent;Translucent;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;17;25;;
34;Stensele 83;19340;5;;;;Point;Point;;7216217;605963;Stensele;"IMG_9379;IMG_9382";Quartzite;Opaque;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;23;32;8;6
35;Stensele 481;19373;;;;;Arrow point;Point;;7223941;592246;Stensele;"IMG_9383;IMG_9384";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;19;30;6;5
36;Stensele 74;19382;15;;;;Arrow point;Point;;7221583;597773;Stensele;"IMG_9385;IMG_9386";Quartzite;Opaque;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;19;42;7;6
37;Stensele 200;92139;;;;;Arrow point fragment;Point fragment;;7261567;546025;Stensele;"IMG_9387;IMG_9388";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral grains;5;;No;20;33;7;6
38;Stensele 106;92143;1;;;;Arrow point fragment;Point fragment;;7260504;545445;Stensele;"IMG_9389;IMG_9390";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral grains;5;;Yes;21;29;5;3
39;;1037;;;;;Point;Point;;7096297;752920;Umeå;"IMG_9391;IMG_9392";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;5;Dirt, modern;No;20;71;7;
40;Umeå 262;32023;1;;;;Point;Point;;7099908;754073;Umeå;"IMG_9393;IMG_9394;IMG_9395";Quartz;Translucent;Translucent;Massive;Massive;Bright vitreous;None;None;Granoblastic;Non-foliated;Irregular;No;Dark mineral grains;5;;No;6;15;;
41;Umeå 510;92382;3;;;;Point;Point;;7108970;753228;Umeå;"IMG_9397;IMG_9398";Quartzite;Gray;Dark;Massive;Fine-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Conchoidal;No;Bands of quartz and mineral grains;;;No;18;46;5;5
42;;27179;57;;;;Arrow point;Point;;7096297;752920;Umeå;"IMG_9399;IMG_9400";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Foliation;Conchoidal;No;Mineral grains;;Iron oxide;Yes;13;51;;
43;;27179;47;;;;Arrow point;Point;;7096297;752920;Umeå;"IMG_9401;IMG_9402";Breccie quartz;Opaque;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;5;Dirt;Yes;17;56;;
44;Stensele 75;19283;5;;;;Point preform;Preform;;7221248;598195;Stensele;"IMG_9403;IMG_9404";Quartzite;White;White;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Irregular;Yes;;;;No;31;68;18;40
45;Stensele 271;19295;3;;;;Point preform;Preform;;7216749;599351;Stensele;"IMG_9405;IMG_9407";Quartzite;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Irregular;No;Dark mineral grains;2;;Yes;22;43;9;10
49;;27179;28 (29 på lådan?);;;;Arrow point;Point;;7096297;752920;Umeå;"IMG_9408;IMG_9409";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral grains;2;;No;14;41;;
50;;27171;(12 på lådan);;;;Point;Point;;7096297;752920;Umeå;"IMG_9410;IMG_9411";Quartzite;White;White;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;Dirt;No;15;22;;
51;;32327;;;;;Point;Point;;7096297;752920;Umeå;"IMG_9412;IMG_9414";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral grains;10;Dirt or iron oxide;No;15;35;;
52;;4923;;;;;Point;Point;;7099679;730889;Vännäs;"IMG_9416;IMG_9417;IMG_9418";Quartzite;Gray;Light;Granular;Fine-grained;Bright vitreous;Possible bedding;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of dark mineral;;Glue and dirt;No;17;45;7;4
53;;90687;;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9419;IMG_9420";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;32;94;11;37
54;Åsele 115;2550;1;;;;Point;Point;;7118200;614649;Åsele;"IMG_9422;IMG_9423";Quartzite;Gray;Dark;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;20;44;7;8
55;Åsele 115;2550;2;;;;Point preform;Preform;;7118200;614649;Åsele;"IMG_9424;IMG_9426;IMG_9427";Quartzite;Black;Dark;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;No;Bands of quartz;;;No;23;48;9;11
56;Åsele 115;2550;4;;;;Point preform;Preform;;7118200;614649;Åsele;"IMG_9428;IMG_9429";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;18;24;7;2
57;Åsele 115;2550;5;;;;Point;Point;;7118200;614649;Åsele;"IMG_9430;IMG_9431";Quartzite;Translucent;Translucent;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;18;21;6;4
58;Åsele 115;2550;6;;;;Point;Point;;7118200;614649;Åsele;"IMG_9432;IMG_9433";Quartzite;Dark yellow;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;17;12;4;2
46;;2450;;;;;Point;Point;;7096297;752920;Umeå;"IMG_9435;IMG_9436;IMG_9438;IMG_9439;IMG_9438-39_stitch;IMG_9439;IMG_9440;IMG_9440-41_stitch;IMG_9441";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;Possible bedding;None;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;33;;No;63;184;10;
47;;7971;;;;;Point preform;Preform;;7096297;752920;Umeå;"IMG_9442;IMG_9443;IMG_9444;IMG_9444-45_stitch;IMG_9445;IMG_9446;IMG_9446-47_stitch;IMG_9447";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;5;;Yes;61;114;;
48;;27179;28;;;;Knife preform;Knife;;7096297;752920;Umeå;"IMG_9448;IMG_9449";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;10;Iron oxide;No;50;123;;
59;;27179;21;;;;Dagger;Knife;;7096297;752920;Umeå;"IMG_9451;IMG_9452;IMG_9453;IMG_9453-54_stitch;IMG_9454;IMG_9455;IMG_9455-56_stitch;IMG_9456";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;10;;No;40;157;;
60;;2473;1;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9457;IMG_9458";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Mineral grains;;;Yes;27;52;9;19
61;;2473;2;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9459;IMG_9460";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;;Yes;30;85;12;25
62;;2473;3;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9470;IMG_9471";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;;Yes;26;100;9;26
63;;2473;4;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9472;IMG_9473";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Conchoidal;No;Mineral grains;10;;Yes;29;104;11;36
64;;2473;5;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9474;IMG_9475";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Fine;No;Mineral grains;10;;Yes;27;109;10;30
65;;2473;6;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9477;IMG_9478";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Conchoidal;No;Mineral grains;;Iron oxide;Yes;30;101;10;30
66;;2473;7;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9479;IMG_9480";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;Dark stain;Yes;29;90;10;24
67;;2473;8;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9481;IMG_9482";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;29;96;9;27
68;;2473;9;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9483;IMG_9484";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Conchoidal;No;Mineral grains;;;Yes;29;92;9;23
69;;2473;10;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9485;IMG_9486";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Conchoidal;No;Mineral grains;;Iron oxide;Yes;32;72;12;26
70;;2473;11;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9487;IMG_9488";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;27;93;10;26
71;;2473;12;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9489;IMG_9490";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Conchoidal;No;Mineral grains;;Iron oxide;Yes;30;98;11;31
72;;2473;13;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9491;IMG_9492";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;Iron oxide;Yes;32;93;11;32
73;;2473;14;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9493;IMG_9494";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;;Yes;37;116;11;46
74;;2473;15;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9495;IMG_9496";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;50;;Yes;30;96;12;35
75;;2473;16;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9497;IMG_9498";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;Possible bedding;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;20;;Yes;30;82;10;23
76;;2473;17;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9499;IMG_9500";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;Iron oxide;Yes;29;105;11;32
77;;2473;18;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9501;IMG_9502";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;Iron oxide;Yes;30;120;10;40
78;;2473;19;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9503;IMG_9506";Quartzite;Gray streaked with black;Dark;Granular;Fine-grained;Bright vitreous;Possible bedding;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;30;;No;25;117;9;29
79;;2473;20;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9507;IMG_9508";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;;Yes;26;56;10;13
80;;2473;21;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9509;IMG_9510";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;Yes;30;54;11;19
81;;2473;22;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9511;IMG_9512";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;;Yes;30;93;10;28
82;;2473;23;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9513;IMG_9514";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;32;53;11;23
83;;2473;24;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9515;IMG_9516";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;Iron oxide;Yes;28;81;10;24
84;;2473;25;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9517;IMG_9518";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;25;91;10;21
85;;2473;26;;;;Point preform;Preform;;7099679;730889;Vännäs;"IMG_9519;IMG_9520";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;20;;Yes;32;94;11;34
86;Dorotea 225;2859;1;;;;Point preform;Preform;;7175429;525341;Dorotea;"IMG_9522;IMG_9523";Quartzite;Gray streaked with black;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;20;;No;23;35;7;5
87;Dorotea 225;2859;2;;;;Point preform;Preform;;7175429;525341;Dorotea;"IMG_9524;IMG_9525";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;32;45;8;15
88;Dorotea 225;2859;3;;;;Point preform;Preform;;7175429;525341;Dorotea;"IMG_9526;IMG_9527";Quartzite;Dark gray;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;28;38;8;12
89;Dorotea 229;2860;3;;;;Point preform;Preform;;7175796;524955;Dorotea;"IMG_9528;IMG_9529";Quartzite;Gray;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of quartz;;;No;25;35;9;10
90;Dorotea 229;2860;4;;;;Point preform;Preform;;7175796;524955;Dorotea;"IMG_9530;IMG_9531";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;Glue/resin;No;28;58;9;18
91;Dorotea 229;2860;5;;;;Point preform;Preform;;7175796;524955;Dorotea;"IMG_9532;IMG_9533";Quartzite;Gray;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;26;63;8;14
92;Dorotea 304;2863;2;;;;Point preform;Preform;;7174756;522069;Dorotea;"IMG_9534;IMG_9535";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;36;61;15;35
93;Dorotea 304;2863;3;;;;Point preform;Preform;;7174756;522069;Dorotea;"IMG_9536;IMG_9537";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Irregular;No;Bands of quartz;;;No;39;97;14;51
94;Dorotea 304;2863;4;;;;Point preform;Preform;;7174756;522069;Dorotea;"IMG_9538;IMG_9539";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of quartz;;Red residue;Yes;25;70;19;38
95;Dorotea 304;2863;5;;;;Point preform;Preform;;7174756;522069;Dorotea;"IMG_9540;IMG_9541";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;;No;42;65;13;35
96;Dorotea 304;2863;6;;;;Point preform;Preform;;7174756;522069;Dorotea;"IMG_9542;IMG_9543";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;34;45;14;22
97;Dorotea 118;2872;11;;;;Point preform;Preform;;7165907;521840;Dorotea;"IMG_9544;IMG_9545;IMG_9546";Quartzite;Gray;Light;Massive;Fine-grained;Bright vitreous;None;Possible foliation;Granoblastic;Non-foliated;Conchoidal;Yes;;;Iron oxide;Yes;44;62;29;96
98;Dorotea 118;2873;11;;;;Spear point;Point;;7165907;521840;Dorotea;"IMG_9547;IMG_9548";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;44;56;14;38
99;;2876;11;;;;Point;Point;;7139247;560584;Dorotea;"IMG_9549;IMG_9550";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;15;45;;
100;Dorotea 17;2877;2;;;;Point;Point;;7131531;554728;Dorotea;"IMG_9551;IMG_9552";Quartzite;Gray;Dark;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral inclusion;;;No;31;22;6;6
101;Dorotea 17;2877;8;;;;Point preform;Preform;;7131531;554728;Dorotea;"IMG_9553;IMG_9554";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;30;50;8;12
102;Dorotea 214;3725;7;;;;Arrow point;Point;;7169499;533049;Dorotea;"IMG_9555;IMG_9556";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;Iron oxide;Yes;19;53;7;6
103;Dorotea 214;3725;9;;;;Point preform;Preform;;7169499;533049;Dorotea;"IMG_9557;IMG_9558";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;31;48;10;16
104;Dorotea 214;3725;10;;;;Point preform;Preform;;7169499;533049;Dorotea;"IMG_9559;IMG_9560";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral inclusion;;;No;31;55;9;14
