reading_no	sample_measurement_id	sample_id	site_id	parish	patina	munsell_hue	munsell_value	hue	color	material	artefact	type	note_measurement	texture_1	texture_2	luster	sedimentary_structures	foliation	topography	homogeneity	inclusion	surface	sample_size	t[1]	t[2]	t[3]
814	186	186	Åsele 107	Åsele	Yes	N2	 	Dark	Gray	Quartzite	Point	Point	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	No	Dark mineral inclusion	MV	Medium	-1.1451098015114645	1.9245771493594375	-0.35491783567460117
815	187	187	Åsele 107	Åsele	No	N1	 	Dark	Gray	Quartzite	Point	Point	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	No	Mineral grains	MV	Medium	-2.68674377092036	2.384404958539965	-1.25077625641542
817	188	188	Åsele 117	Åsele	No	N1	 	Dark	Gray	Quartzite	Point	Point	MV	Granular	Medium-grained	Waxy	None	None	Smooth	No	Mineral grains	MV	Small	4.863456707635328	-0.9949101655670987	-1.5200830497489595
818	189	189	Åsele 117	Åsele	Yes	5Y	 6/1	Light	Light gray	Quartzite	Point	Point	MV	Granular	Fine-grained	Dull	None	None	Fine	No	Mineral grains	MV	Small	-1.0386080906584823	1.3778976642755796	1.3281795869299642
819	190	190	Åsele 119	Åsele	No	N1	 	Dark	Black	Quartzite	Point fragment	Point fragment	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	No	Mineral grains	MV	Medium	-1.2868423910030622	1.3033861410427603	-0.12761141624694308
820	191a	191	Åsele 117	Åsele	Yes	N4	 	Dark	Gray	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	None	Conchoidal	No	Dark mineral inclusion and iron	Iron oxide	Medium	-0.8495615105218319	1.0785944385002455	0.36500578267004835
821	191b	191	Åsele 117	Åsele	Yes	N4	 	Dark	Gray	Quartzite	Point preform	Preform	Sample point on brown discoloration	Granular	Fine-grained	Bright vitreous	None	None	Conchoidal	No	Dark mineral inclusion and iron	Iron oxide	Medium	0.876612170664919	3.4102950945796433	1.0373275167473757
822	192	192	Åsele 236	Åsele	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	No	Mineral grains	MV	Medium	-0.35967128372582524	1.9231727352528136	-1.7638159091546313
823	223	223	Vilhelmina 948	Vilhelmina	No	7.5Y	 4/1	Light	Gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Medium	-2.2106466503321633	-0.20755611145926992	1.8576194269498423
824	224	224	Vilhelmina 931	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Large	-1.8373794435186452	1.386611059549498	0.16302376333091353
825	226	226	Vilhelmina 931	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point	Point	Står sample 228 i XRF sample field	Granular	Fine-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Medium	0.16980909809722677	1.0743744751398405	-0.8687101266714662
826	228	228	Vilhelmina 931	Vilhelmina	Yes	7.5Y	 3/1	Dark	Gray	Quartzite	Point	Point	Står sample 226 i XRF sample field	Granular	Medium-grained	Bright vitreous	None	None	Fine	No	Dark mineral inclusion	MV	Medium	6.872114141473169	-0.04747287477902387	0.14129053644428877
827	225	225	MV	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	No	Mineral grains	MV	Large	0.1587246771988418	0.9077466021367001	-1.2017219581850602
828	229	229	Vilhelmina 1254	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Medium	-3.199193288857459	-0.3936370533618159	0.6039740790995849
829	237	237	Vilhelmina 1254	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Arrow point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	None	Weathered	No	MV	MV	Medium	-2.7890500304785313	0.6673312990172119	2.2085944874661747
830	236	236	Vilhelmina 1254	Vilhelmina	No	2.5Y	 7/1	White	White	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Dull	None	None	Fine	No	MV	MV	Small	-0.33760002135155687	1.4019262931693117	0.829069257867323
831	238	238	Vilhelmina 1254	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Medium	-1.05060217002558	1.638279866721331	-1.7524034519507785
832	239	239	Vilhelmina 952	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Large	-2.2622425703238456	1.1414972318720646	-1.8789065273023782
833	227	227	Vilhelmina 539	Vilhelmina	No	7.5Y	 3/1	Light	Gray	Quartzite	Arrow point	Point	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	No	Dark mineral inclusion	MV	Medium	-2.450855769444254	0.4438058484143368	-1.2673878263266043
837	230	230	Vilhelmina 949	Vilhelmina	No	5Y	 9/1	Light	Opaque	Breccie quartz	Arrow point	Point	MV	Massive	Fine-grained	Waxy	None	Possible foliation	Fine	No	Dark mineral grains	MV	Medium	-4.520549707941646	-1.5194162574099728	-0.4528467734468131
838	232	232	Vilhelmina 1254	Vilhelmina	Yes	N3	 	Dark	Gray streaked with white	Quartzite	Arrow point	Point	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	No	MV	Possibly weathered	Small	-0.4720966120745543	1.6807757546724735	1.0804569629988692
839	231	231	Vilhelmina 1254	Vilhelmina	No	N3	 	Dark	Gray	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	No	Mineral inclusion	MV	Small	4.518769906994537	-0.9494606333259608	-0.5265984972555019
840	233	233	Vilhelmina 1254	Vilhelmina	Yes	10B	 6/1	Light	Light gray	Quartzite	Arrow point	Point	MV	Massive	Fine-grained	Dull	None	Possible foliation	Fine	No	MV	MV	Small	4.932551671956013	-0.7743541784253672	0.7323886007509237
841	234	234	Vilhelmina 1254	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Arrow point	Point	MV	Granular	Medium-grained	Waxy	None	None	Fine	Yes	MV	MV	Medium	3.634759577863346	-0.91694890993992	-2.4818121529364507
842	235	235	Vilhelmina 240	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Point	Point	MV	Granular	Medium-grained	Waxy	None	None	Fine	Yes	MV	MV	Large	-1.0445338567190827	1.1605080237869638	6.861377033313371E-4
844	218	218	Vilhelmina 948	Vilhelmina	Yes	7.5Y	 6/1	Light	Gray	Quartzite	Point	Point	MV	Granular	Medium-grained	Dull	None	None	Fine	Yes	MV	Iron oxide	Medium	6.238092435272668	0.16438674241100057	1.2693299683751142
845	219	219	MV	Vilhelmina	Yes	N3	 	Dark	Gray	Quartzite	Arrow point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	No	Dark mineral inclusion	Iron oxide	Medium	-1.2241329206035478	0.0432619304119962	1.7072398251354306
846	220	220	MV	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	Iron oxide	Large	-2.438284097477216	1.5266021549051523	-1.0659493521329229
847	221	221	Vilhelmina 636	Vilhelmina	Yes	7.5Y	 4/1	Dark	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	No	Dark mineral inclusion	MV	Medium	-2.1519003200051934	1.6373812686682365	-0.5188627890562738
875	205	205	Vilhelmina 931	Vilhelmina	No	7.5Y	 8/1	Light	Opaque	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	None	Smooth	Yes	MV	MV	Medium	3.8569210290281073	-1.353462181128481	-1.3633028655551784
876	206	206	Vilhelmina 854	Vilhelmina	Yes	2.5Y	 9/1	Light	Light gray	Quartzite	Point	Point	MV	Granular	Medium-grained	Dull	None	None	Fine	No	Bands of quartz	White discoloration	Medium	5.829229109770191	0.19668873509417228	0.8142951211058838
877	216	216	MV	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Large	-1.1273794613997499	1.77158446766526	-0.5050754557681614
878	213	213	MV	Vilhelmina	No	N3	 	Dark	Gray	Quartzite	Preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	No	Dark mineral inclusion	MV	Large	-1.6459709130951738	1.1442093818259882	-0.564101410398574
879	212	212	Vilhelmina 636	Vilhelmina	No	5Y	 6/1	Light	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	No	Dark mineral inclusion	MV	Large	-2.309905869432932	1.0373899764245462	-2.2200835002063832
880	210	210	Vilhelmina 619	Vilhelmina	No	N1	 	Dark	Gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Smooth	Yes	MV	MV	Medium	5.3928429595042635	-1.5625124920436055	-0.3629549576114516
881	211	211	Vilhelmina 931	Vilhelmina	No	2.5Y	 8/2	Light	Opaque	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	Possible bedding	None	Smooth	Yes	MV	MV	Small	3.4612563113706196	-1.037098137535344	0.5178644144323539
882	209	209	Vilhelmina 941	Vilhelmina	No	2.5Y	 8/1	Light	Opaque	Breccie quartz	Arrow point	Point	MV	Massive	Fine-grained	Waxy	None	None	Fine	No	Dark mineral grains	MV	Medium	3.268324986770575	-2.1549009883114256	-0.15252689799823244
884	208	208	Vilhelmina 636	Vilhelmina	No	5Y	 4/2	Dark	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral inclusion	MV	Medium	-3.3242581366107387	1.2056445381817917	-1.1817324671188627
885	207	207	Vilhelmina 542	Vilhelmina	No	5Y	 3/2	Dark	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	No	Dark mineral inclusion	MV	Medium	4.725937499112538	-1.2677214559742196	-2.2950735306172687
887	200	200	Vilhelmina 611	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Medium	-3.837231245082129	0.38091269868075867	-1.0748076523635524
888	198	198	MV	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	Yes	MV	Iron oxide	Large	-2.38685245545727	-0.2173507097279758	-0.12735522415364242
889	195	195	Vilhelmina 240	Vilhelmina	No	5Y	 7/3	Light	Opaque	Breccie quartz	Point fragment	Point fragment	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral grains	MV	Large	-2.4683709705391252	-0.5780231380686125	0.48989628230912124
890	194	194	Vilhelmina 619	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Medium	4.157925840026829	-1.2035829816112902	-0.9681524698169155
891	201	201	Vilhelmina 636	Vilhelmina	Yes	5Y	 6/1	Light	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Dull	None	None	Conchoidal	No	Dark mineral inclusion	Iron oxide	Large	-1.131143717906636	1.2032308112911507	0.8230380827014557
892	202	202	Vilhelmina 168	Vilhelmina	No	N3	 	Dark	Gray streaked with white	Quartzite	Arrow point	Point	MV	Massive	Fine-grained	Bright vitreous	None	None	Conchoidal	No	Mineral inclusion	MV	Small	-0.7162534777201714	1.4876701157294938	-0.08464143801820885
893	203	203	Vilhelmina 168	Vilhelmina	No	5Y	 7/1	Light	Opaque	Quartz	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Medium	-3.024687394374468	-1.524227283488019	1.2452799933992662
894	204	204	Vilhelmina 619	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Medium	-2.749232416705989	0.4063572728162215	-0.21629550654897986
895	214	214	Vilhelmina 619	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Smooth	Yes	MV	MV	Medium	5.952342799358219	-0.5280809317953504	-0.4180607514910834
896	215	215	Vilhelmina 619	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Smooth	Yes	MV	Iron oxide	Medium	-1.8929521506259996	-0.4981177554793476	0.8900048726696941
897	193	193	Vilhelmina 619	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Large	5.495592964374418	-2.1600408713383574	-1.2259103118995465
898	196	196	Vilhelmina 643	Vilhelmina	Yes	5Y	 2/1	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Large	-1.4875604776961855	1.8715829554805195	0.5545906661355735
899	197	197	Vilhelmina 643	Vilhelmina	Yes	5Y	 3/1	Dark	Gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	No	Dark mineral inclusion	MV	Large	4.72102859950314	-0.7685337855614982	-1.623234226627038
900	240	240	Vilhelmina 948	Vilhelmina	No	7.5Y	 4/1	Light	Gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	No	Mineral grains	MV	Large	-0.8758219646929607	0.6920749048071513	1.547062542500859
901	241	241	Vilhelmina 115	Vilhelmina	No	5Y	 3/2	Dark	Brown streaked with black	Quartzite	Arrow point preform	Preform	MV	Conglomerate	Fine-grained	Waxy	Bedding	None	Smooth	No	Bands of quartz	MV	Large	3.008761979522776	4.551708146562346	0.8846194976871398
902	242	242	MV	Vilhelmina	No	N9	 	White	White	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Dull	None	Possible foliation	Conchoidal	Yes	MV	MV	Medium	4.878993061385295	-0.8697516487644613	1.313086761693074
903	243	243	Vilhelmina 181	Vilhelmina	No	N3	 	Light	Gray	Quartzite	Arrow point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	No	Dark mineral inclusion	MV	Medium	5.384799698460316	-1.0868345162032769	-0.0707860557340552
904	244	244	Vilhelmina 115	Vilhelmina	No	7.5Y	 7/1	Light	Gray	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Dull	None	None	Fine	Yes	MV	MV	Medium	-0.7540619881629333	0.3345706656246041	1.04082423346833
905	245	245	Vilhelmina 118	Vilhelmina	No	5Y	 9/2	Light	Opaque	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Medium	-3.4538361260669603	-0.6082458076695911	-0.6195070725798584
906	246	246	Vilhelmina 117	Vilhelmina	No	7.5Y	 8/2	White	White	Quartzite	Point preform	Preform	MV	Massive	Fine-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Medium	-1.5288944293363376	0.007552504377290956	-0.27569968861764216
907	247	247	Vilhelmina 31	Vilhelmina	Yes	7.5Y	 7/1	Light	Light gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Dull	None	None	Conchoidal	Yes	MV	MV	Medium	-0.9862952358911519	0.6450638213040043	1.532672920916494
908	248a	248	MV	Vilhelmina	No	2.5Y	 3/2	Dark	Gray streaked with black	Quartzite	Point preform	Preform	gray side	Granular	Medium-grained	Waxy	None	None	Conchoidal	No	Dark mineral inclusion	MV	Large	6.299188348087917	-0.2451778418908801	-0.5793243553904744
909	248b	248	MV	Vilhelmina	No	2.5Y	 3/2	Dark	Gray streaked with black	Quartzite	Point preform	Preform	black mineral side	Granular	Medium-grained	Waxy	None	None	Conchoidal	No	Dark mineral inclusion	MV	Large	-1.3407219846026284	1.1336817485219828	-0.4901344886010643
910	249	249	Vilhelmina 115	Vilhelmina	No	7.5Y	 3/2	Dark	Gray streaked with black	Quartzite	Point preform	Preform	MV	Massive	Medium-grained	Bright vitreous	None	None	Conchoidal	No	Dark mineral inclusion	MV	Large	5.452592399930252	-1.815214628212803	-1.4110311928257842
912	251	251	Vilhelmina 356	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Smooth	Yes	MV	MV	Medium	-0.8833955149372525	0.9778236098389036	-0.30631277651443295
913	252	252	MV	Vilhelmina	No	N8	 	Light	Opaque	Quartz	Preform	Preform	MV	Massive	Massive	Bright vitreous	None	None	Irregular	Yes	MV	MV	Medium	-4.568487832646852	-2.789806002148455	-0.5384145872420303
914	253	253	Vilhelmina 118	Vilhelmina	No	5Y	 5/1	Light	Gray streaked with black	Quartzite	Spear point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Fine	No	Dark mineral inclusion	MV	Large	-1.1049337567563955	0.6127036866199416	-1.989866473171909
915	254	254	Vilhelmina 118	Vilhelmina	No	5Y	 5/1	Light	Gray streaked with black	Quartzite	Spear point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	No	Dark mineral inclusion	MV	Large	-1.8419542224201466	0.45336727135353155	-1.632343993594009
916	255	255	Vilhelmina 118	Vilhelmina	No	5Y	 8/1	Light	Opaque	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Large	-2.462420733568701	0.08092985585884485	-0.21660192766095251
917	256	256	Vilhelmina 190	Vilhelmina	Yes	7.5Y	 7/1	Light	Light gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Dull	None	None	Conchoidal	No	Dark mineral inclusion	MV	Large	-1.6339493797474787	-1.1298180964646065	1.59958497043483
919	259	259	Vilhelmina 117	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point	Point	MV	Granular	Fine-grained	Waxy	None	None	Smooth	Yes	MV	MV	Small	5.364829517925624	-0.9000023978105344	-1.6468598923683113
920	258	258	Vilhelmina 115	Vilhelmina	No	N2	 	Dark	Gray	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Waxy	None	None	Smooth	No	Bands of quartz	MV	Small	-1.7842983054001604	0.3875579505321617	1.3752820322530623
921	260	260	Vilhelmina 118	Vilhelmina	No	7.5Y	 6/1	Light	Opaque	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	Foliated	Conchoidal	No	Dark mineral inclusion	MV	Large	-4.25924775420649	-2.0741422830450804	0.7069922120832396
922	261	261	Vilhelmina 118	Vilhelmina	No	5Y	 9/1	Light	Opaque	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Smooth	No	Dark mineral grains	MV	Medium	-4.66850532570581	-3.191657502298429	0.6198368042583957
923	262	262	Vilhelmina 117	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Massive	Fine-grained	Waxy	None	None	Smooth	Yes	MV	MV	Medium	-2.5846358917298926	-0.7886766358028218	0.7960863335556297
925	264	264	Vilhelmina 95	Vilhelmina	No	2.5Y	 6/8	Light	Orange	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Medium	-2.3005845444679442	0.4159392581043363	0.7038998071768018
926	265	265	Vilhelmina 114	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Arrow point	Point	MV	Granular	Medium-grained	Waxy	None	None	Fine	Yes	MV	MV	Medium	4.176261727243897	-0.871517242207899	0.1308490717544666
928	267	267	Vilhelmina 115	Vilhelmina	No	7.5Y	 6/2	Light	Gray streaked with black	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Smooth	No	Dark mineral inclusion	MV	Small	-3.9854582049309606	0.47033338830789273	-1.1744108922405816
929	268	268	Vilhelmina 235	Vilhelmina	No	N2	 	Dark	Gray	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	No	Bands of quartz	MV	Medium	-1.9511371180716837	1.5520898009764232	0.3226515319160001
930	269	269	Vilhelmina 115	Vilhelmina	No	10Y	 4/2	Light	Gray	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Smooth	Yes	MV	MV	Small	-2.8336312125063485	0.3927717729509193	0.7601258279634598
931	270	270	Vilhelmina 33	Vilhelmina	No	10Y	 7/1	Light	Gray	Quartzite	Arrow point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	None	Wave weathered	No	Dark mineral inclusion and bands of quartz	MV	Small	-0.839757845884308	-0.15390056551479794	2.328960013843936
932	271	271	Vilhelmina 31	Vilhelmina	No	10Y	 7/1	Light	Gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	No	Bands of quartz	MV	Medium	-0.11697225877354062	0.6011984058259667	1.474489750940431
933	272	272	Vilhelmina 114	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Smooth	No	Bands of quartz	MV	Medium	5.9025039600820755	-0.5931961147730164	-1.7089386559124442
934	273	273	Vilhelmina 552	Vilhelmina	No	7.5Y	 7/1	Light	Light gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Medium	6.095417442054416	-0.87943069243717	1.1789831985580672
935	274	274	MV	Vilhelmina	Yes	10Y	 3/1	Dark	Gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	No	Bands of quartz	MV	Large	-0.7907013735092632	1.2682477550381623	-0.4918317341077922
936	275	275	Vilhelmina 948	Vilhelmina	No	5Y	 8/2	Light	Opaque	Breccie quartz	Arrow point	Point	MV	Massive	Fine-grained	Waxy	None	Possible foliation	Fine	No	Dark mineral grains	MV	Medium	0.9154106564729906	-2.8432589125336833	-0.4282726582181749
937	277	277	Vilhelmina 181	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Medium	-1.2063436664276175	1.7244941953616706	-2.48814600551976
938	278	278	Vilhelmina 118	Vilhelmina	No	5Y	 4/2	Light	Gray streaked with black	Quartzite	Spear point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	No	Dark mineral inclusion	MV	Large	-1.4576090076915496	0.6423685139696793	-1.8836342773356411
939	276	276	Vilhelmina 552	Vilhelmina	No	N2	 	Dark	Gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Large	-2.617924126418889	0.2759281638261128	-1.4468419365348613
941	279	279	Vilhelmina 816	Vilhelmina	No	5Y	 9/1	Light	Opaque	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Fine	No	Dark mineral grains	MV	Large	-2.113507791960313	0.03921487360688277	1.779794013168358
942	280	280	Vilhelmina 117	Vilhelmina	No	N2	 	Dark	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	No	Dark mineral inclusion	MV	Medium	5.010033433640397	-0.9097541763129033	-0.7487544967024723
943	281	281	Vilhelmina 356	Vilhelmina	No	5Y	 4/2	Light	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	No	Dark mineral inclusion	MV	Large	-1.5192782530463023	0.6490959117965974	-1.1045490359682557
944	282	282	Vilhelmina 263	Vilhelmina	No	N2	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Smooth	Yes	MV	MV	Medium	-2.489886961838843	0.4109129085304082	0.05311764709920972
945	283	283	Vilhelmina 252	Vilhelmina	No	2.5Y	 8/1	Dark	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Dull	None	None	Smooth	No	Dark mineral inclusion and white discoloration	MV	Medium	0.18476558285590744	1.5772361644230635	1.3438522153733998
946	284	284	Vilhelmina 252	Vilhelmina	No	5Y	 6/3	Light	Opaque	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Smooth	Yes	MV	MV	Small	5.993464249017811	-0.7518041332677811	-0.5746016407950091
948	286	286	Tärna 34	Tärna	Yes	5Y	 7/2	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral grains	MV	Large	-1.9908525385521667	1.455256320331866	0.7095035588652024
950	288	288	Tärna 594	Tärna	Yes	5Y	 8/2	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	Possible foliation	Conchoidal	No	Dark mineral grains	MV	Large	3.13110215004992	-1.7958351254750997	-0.8281942139058637
951	289	289	Tärna 14	Tärna	No	5Y	 8/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Fine	No	Dark mineral grains	MV	Medium	-5.018715206249621	-1.9188144597181134	-0.8269714725830467
952	290	290	Tärna 34	Tärna	Yes	5Y	 7/6	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral grains	Iron oxide	Medium	-3.269116587622986	-0.3147996453210088	0.6667537733476389
953	291	291	Tärna 34	Tärna	Yes	5Y	 9/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral grains	MV	Medium	-1.9148660938573043	0.3469522162034736	0.7178840888034165
955	293	293	Tärna 39	Tärna	Yes	5Y	 8/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral grains	MV	Large	-2.719350597321628	-0.2558036178864083	1.0435644599909661
956	294	294	MV	Tärna	No	5Y	 8/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Medium	4.467612475551523	-0.799811109065207	-0.5106762938799714
957	295	295	Tärna 549	Tärna	Yes	5Y	 9/1	Light	Opaque	Breccie quartz	Arrow point preform	Preform	MV	Granular	Fine-grained	Waxy	None	Possible foliation	Conchoidal	No	Dark mineral grains	MV	Medium	-1.9697739924338817	-0.06874067684286118	1.1604486212726581
958	296	296	Tärna 549	Tärna	No	5Y	 9/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Waxy	Possible bedding	None	Conchoidal	No	Bands of dark mineral	MV	Medium	4.298076189239932	-1.0146795577227807	-0.2253834298002076
959	297	297	Tärna 549	Tärna	No	5Y	 9/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral grains	MV	Small	-3.0748925694416833	-0.46662625296927107	1.3127714970946585
960	298	298	Tärna 610	Tärna	Yes	7.5Y	 9/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	No	Dark mineral grains	MV	Large	-3.4817034244311036	-0.5942334796873575	1.4999516603027745
