sample_id;site_id;sweref_x;sweref_y;parish;color;hue;munsell_hue;munsell_value;material;artefact;type;find_context;patina;texture_1;texture_2;luster;sediment;foliation;topgraphy;homogeneity;inclusion;max_width_mm;max_length_mm;max_height_cm;weight_g;area_mm2;sample_size;river
Stantors_4;L1936:1850;7131423;785482;Bygdeå;White;White;N9; ;Quartzite;;Reference;;Yes;Massive;Medium-grained;Bright vitreous;None;None;Fine;Yes;;34;89;;;3026;Large;Rickleån
Vilhelmina_ref_1;Vilhelmina 909;7208785;525415;Vilhelmina;Black;Dark;N2; ;Quartzite;;Reference;;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;108;114;;;12312;Large;Ångermanälven
Vilhelmina_ref_10;Vilhelmina 640/651;7212329;534287;Vilhelmina;Gray;Dark;N2; ;Quartzite;;Reference;;No;Granular;Medium-grained;Dull;None;None;Conchoidal;No;Bands of quartz;38;67;;;2546;Large;Ångermanälven
Vilhelmina_ref_11;Vilhelmina 135:1;7198760;546144;Vilhelmina;Black;Dark;N1; ;Quartzite;;Reference;;No;Granular;Medium-grained;Waxy;None;None;Fine;No;;35;57;;;1995;Medium;Ångermanälven
Vilhelmina_ref_12;Vilhelmina 1024;7211818;524477;Vilhelmina;Gray;Light;2.5Y; 7/1;Quartzite;;Reference;;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Bands of dark mineral;38;55;;;2090;Large;Ångermanälven
Vilhelmina_ref_13;Vilhelmina 1152:1;7202395;539976;Vilhelmina;Light gray;Light;2.5Y; 7/1;Quartzite;;Reference;;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Larger quartz crystals;35;48;;;1680;Medium;Ångermanälven
Vilhelmina_ref_14;Vilhelmina 1152:1;7202395;539976;Vilhelmina;Black;Dark;N2; ;Quartzite;;Reference;;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;30;58;;;1740;Medium;Ångermanälven
Vilhelmina_ref_15;Vilhelmina 1152:1;7202395;539976;Vilhelmina;Black;Dark;N3; ;Quartzite;;Reference;;No;Massive;Medium-grained;Bright vitreous;None;None;Fine;Yes;;26;32;;;832;Medium;Ångermanälven
Vilhelmina_ref_16;Vilhelmina 1153:1;7202373;540309;Vilhelmina;Black;Dark;N3; ;Quartzite;;Reference;;No;Massive;Medium-grained;Bright vitreous;None;None;Fine;Yes;;32;67;;;2144;Large;Ångermanälven
Vilhelmina_ref_17;Vilhelmina 1153:1;7202373;540309;Vilhelmina;Black;Dark;N3; ;Quartzite;;Reference;;No;Massive;Medium-grained;Bright vitreous;None;None;Fine;Yes;;35;27;;;945;Medium;Ångermanälven
Vilhelmina_ref_2;Vilhelmina 1157:2;7202350;540325;Vilhelmina;Dark gray;Dark;N5; ;Quartzite;;Reference;;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Both dark mineral veins and quartz veins;100;163;;;16300;Large;Ångermanälven
Vilhelmina_ref_3;Vilhelmina 1157:2;7202350;540325;Vilhelmina;Dark gray;Dark;N5; ;Quartzite;;Reference;;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;89;89;;;7921;Large;Ångermanälven
Vilhelmina_ref_4;Vilhelmina 909;7208785;525415;Vilhelmina;Black;Dark;N1; ;Quartzite;;Reference;;No;Massive;Medium-grained;Dull;None;None;Conchoidal;Yes;;34;86;;;2924;Large;Ångermanälven
Vilhelmina_ref_5;Vilhelmina 909;7208785;525415;Vilhelmina;Gray;Dark;7.5Y; 3/1;Quartzite;;Reference;;No;Granular;Medium-grained;Waxy;None;None;Fine;Yes;;49;67;;;3283;Large;Ångermanälven
Vilhelmina_ref_6;Vilhelmina 909;7208785;525415;Vilhelmina;Black;Dark;N1; ;Quartzite;;Reference;;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;33;54;;;1782;Medium;Ångermanälven
Vilhelmina_ref_7;"""Ayres Rock""";7211992;534055;Vilhelmina;Dark gray;Dark;N2; ;Quartzite;;Reference;Surveyed;No;Granular;Fine-grained;Waxy;None;None;Smooth;Yes;;22;33;;;726;Medium;Ångermanälven
Vilhelmina_ref_8;"""Ayres Rock""";7211992;534055;Vilhelmina;Black;Dark;N2; ;Quartzite;;Reference;Surveyed;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Bands of quartz;20;36;;;720;Medium;Ångermanälven
Vilhelmina_ref_9;"""Ayres Rock""";7211992;534055;Vilhelmina;Black;Dark;N2; ;Quartzite;;Reference;Surveyed;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Bands of quartz;58;67;;;3886;Large;Ångermanälven
506;Jörn 79:1;7252940;731314;Jörn;Black;Dark;N1;;Porphyric rock;Keeled scraper;Scraper;Excavation;No;Granular;Fine-grained;Dull;None;None;Conchoidal;Yes;;26;50;26;;1300;Medium;Skellefteälven
507;Norsjö 99:2;7220374;705471;Norsjö;Light gray;Dark;N7;;Felsitic porphyric quartz;Point;Point;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;quartz grains;41;77;11;;3157;Large;Skellefteälven
508;Södra Mensträsk;;;;Black;Dark;N1;;Felsitic porphyric quartz;Raw material;Raw material;;No;Granular;Fine-grained;Dull;None;None;Conchoidal;Yes;Larger dark mineral inclusions;105;115;76;946;12075;Large;Skellefteälven
